"plotID","Hprime","Richness"
"NIWO_001",1.56848014765883,6
"NIWO_002",1.28980407577373,6
"NIWO_003",1.16433317831088,5
"NIWO_004",1.28401506784539,6
"NIWO_005",1.7028448928462,9
"NIWO_006",1.89134109747653,8
"NIWO_007",1.06888247034235,5
"NIWO_008",1.77574207465065,7
"NIWO_009",1.88721253895822,9
"NIWO_010",1.49247042419417,8
