"uid","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","addDate","dropDate","identifiedDate","individualID","taxonID","scientificName","identificationQualifier","taxonRank","growthForm","samplingProtocol","measuredBy","identifiedBy","recordedBy","remarks","duplicateIndividualIDQF"
"3BD3475531C941DFBAAA08B65FDECEE7","D10","CPER","CPER_077",40.818693,-104.746328,"WGS84",2.1,1646.5,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06002","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"6C74D684494644AFAD64731A81C1FB8D","D10","CPER","CPER_077",40.818632,-104.746083,"WGS84",2.1,1646.3,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06004","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"F8551882C10E468AAF57B77FB920F58F","D10","CPER","CPER_077",40.818733,-104.746341,"WGS84",2.1,1646.5,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06001","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"196A7D564EEC4E4F9F3E25797CFA6EAB","D10","CPER","CPER_077",40.818667,-104.746338,"WGS84",2.1,1646.5,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06003","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"2008127D39D54908877E5CE6D55ED223","D10","CPER","CPER_077",40.818731,-104.745728,"WGS84",2.1,1645.9,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06007","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"0A017B4E58CB4D468B1894B4B201BF57","D10","CPER","CPER_077",40.818674,-104.745773,"WGS84",2.1,1645.9,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06008","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"6345226C692544E598C8F9EDD4310E83","D10","CPER","CPER_077",40.818740,-104.745229,"WGS84",2.1,1645.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06014","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"4E291473DA9F4D618937C7B9948C8AD6","D10","CPER","CPER_077",40.818690,-104.745438,"WGS84",2.1,1645.6,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06011","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"7582A675AABD4AAF9DB1D2D6AA29137F","D10","CPER","CPER_077",40.818751,-104.745250,"WGS84",2.1,1645.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06013","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"4EED58C227914858AE1D497662B7BE2F","D10","CPER","CPER_077",40.818687,-104.745649,"WGS84",2.1,1645.8,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06009","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"97554238A1F949BF995202F3E8D044A5","D10","CPER","CPER_077",40.818729,-104.746053,"WGS84",2.1,1646.2,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06006","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"81590F0C5E7045B5B249C806A2D0A8A8","D10","CPER","CPER_077",40.818743,-104.746091,"WGS84",2.1,1646.3,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06005","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"EBF84E39E79A4F8193790C23DA7B9C47","D10","CPER","CPER_077",40.818690,-104.745444,"WGS84",2.1,1645.6,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06010","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"18F566B0D29A4AF8B556E5DF8842E1F0","D10","CPER","CPER_077",40.818725,-104.745208,"WGS84",2.1,1645.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06015","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"03685491829141A4B250973AA1DDD351","D10","CPER","CPER_077",40.818699,-104.745432,"WGS84",2.1,1645.6,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06012","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"71F20C0397034369B286FFBCD955E53F","D10","CPER","CPER_077",40.818716,-104.744620,"WGS84",2.1,1645.2,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06021","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"A854245C35BE4A0E89879E983067485A","D10","CPER","CPER_077",40.818722,-104.744623,"WGS84",2.1,1645.2,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06019","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"5E5641D523534020BB66E244109858C0","D10","CPER","CPER_077",40.818670,-104.745056,"WGS84",2.1,1645.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06016","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"359CD6F2BE28401FA26752A21CB007DB","D10","CPER","CPER_077",40.818688,-104.744404,"WGS84",2.1,1645.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06022","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"DE9286EF9D7444E8BC2AFAAC57147CAE","D10","CPER","CPER_077",40.818687,-104.744959,"WGS84",2.1,1645.3,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06017","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"E34B86F863B841EB8E674C4AE489EF0E","D10","CPER","CPER_077",40.818695,-104.744376,"WGS84",2.1,1645.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06023","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"678F0D94202444AEA83D871932154C82","D10","CPER","CPER_077",40.818720,-104.744657,"WGS84",2.1,1645.2,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06020","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"5A999250BC9B4B6BA1F8B0AE93087274","D10","CPER","CPER_077",40.818695,-104.744371,"WGS84",2.1,1645.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06024","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"8596EACE59494E3A8E071FF5DA792D63","D10","CPER","CPER_077",40.818628,-104.745031,"WGS84",2.1,1645.3,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06018","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"99D97B5B994044A2ABB2DDAA6C371DA4","D10","CPER","CPER_077",40.818612,-104.744095,"WGS84",2.1,1645.3,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06026","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"54B037394E5C45E5B10A3E326E91A91B","D10","CPER","CPER_077",40.818563,-104.744070,"WGS84",2.1,1645.5,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06025","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"130FEF2AAF7D42D58352E58181385C56","D10","CPER","CPER_077",40.818449,-104.744012,"WGS84",2.1,1645.9,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06027","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"F30C944B10794549B04DEE703910B5D5","D10","CPER","CPER_077",40.818308,-104.744146,"WGS84",2.1,1646.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06029","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"ACF0B20BF399495C8906E05984762DF7","D10","CPER","CPER_077",40.818300,-104.744139,"WGS84",2.1,1646.5,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06028","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"D9D95BA78D424AAEB1A3F3864F3F09D9","D10","CPER","CPER_077",40.818249,-104.744165,"WGS84",2.1,1646.6,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06030","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"0D8BDBA4AF6248AB87032552CEA8257D","D10","CPER","CPER_077",40.818084,-104.744088,"WGS84",2.1,1647.2,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06032","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"93BDCD10A1594DF09921403EBD5DA024","D10","CPER","CPER_077",40.818024,-104.744090,"WGS84",2.1,1647.5,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06031","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"7D4356BE552A4768B3E9094112ED752C","D10","CPER","CPER_077",40.817836,-104.744072,"WGS84",2.1,1648.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06035","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"FCA25D897B424668B3B9C90EFF82FC19","D10","CPER","CPER_077",40.818035,-104.744176,"WGS84",2.1,1647.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06033","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"F9C91082F2454E7CA80ED1CD2B31984C","D10","CPER","CPER_077",40.817855,-104.744085,"WGS84",2.1,1648.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06036","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"33A94E2A789A48EBA6AD1A8DCC563A8C","D10","CPER","CPER_077",40.817617,-104.744160,"WGS84",2.1,1649.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06034","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"BEFB8F3320554FAF9BB4C1764C05303B","D10","CPER","CPER_077",40.817668,-104.744137,"WGS84",2.1,1649.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06037","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"540A693FDF924497A65A6B258EE93465","D10","CPER","CPER_077",40.817659,-104.744139,"WGS84",2.1,1649.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06038","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"5BFB000B71294EA0AF08894C2327A3B4","D10","CPER","CPER_077",40.817198,-104.744106,"WGS84",2.1,1652.0,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06040","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"9F5FF414BA14455CB0B5F0ABCDCE2FCA","D10","CPER","CPER_077",40.817327,-104.744077,"WGS84",2.1,1651.2,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06042","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"32344E0E12CD4A6CB3605EE6FD32B017","D10","CPER","CPER_077",40.817621,-104.744171,"WGS84",2.1,1649.4,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06039","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"05650C75CB334177A9CA6B7AB4F2EB43","D10","CPER","CPER_077",40.817028,-104.744209,"WGS84",2.1,1653.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06043","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"D55B99F2807248D9B2BA036D3187A432","D10","CPER","CPER_077",40.817258,-104.744064,"WGS84",2.1,1651.6,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06041","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"1B1E6A2C5FD445D790F798A02A3616A0","D10","CPER","CPER_077",40.817175,-104.744165,"WGS84",2.1,1652.1,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06044","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"C4401E1073AA41AFB9126DFA4F300FCC","D10","CPER","CPER_077",40.816998,-104.744192,"WGS84",2.1,1653.2,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06045","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"B8CE5B3C5A8C4EE2A9E1F52CB13B19C9","D10","CPER","CPER_077",40.816899,-104.744239,"WGS84",2.1,1653.8,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06047","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"06F86B1020524246A220ADD0B4617DD6","D10","CPER","CPER_077",40.816870,-104.744323,"WGS84",2.1,1653.8,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06046","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"species","Graminoid","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
"660ABDC33F5A42EBB359E5979A77D521","D10","CPER","CPER_077",40.816927,-104.744737,"WGS84",2.1,1653.9,,"2014-03-15",,"2014-03-15","NEON.PLA.D10.CPER.06050","THFI","Thelesperma filifolium (Hook.) A. Gray",,"species","Forb","NEON.DOC.014040","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0
