sampleID,Domain,SiteID,quarantinedYN,CollDate,Remarks
CPER_002_39_M_9_ 34,D10,CPER,,20140909,1
CPER_003_21_M_0_ 13,D10,CPER,,20140909,2
CPER_003_21_M_14_ 6,D10,CPER,,20140909,2
CPER_003_23_M_28_ 3,D10,CPER,,20140909,2
CPER_004_39_M_13_ 32,D10,CPER,,20140909,5
CPER_004_41_M_30_ 27,D10,CPER,,20140909,
CPER_004_41_M_37_ 22,D10,CPER,,20140909,
DSNY_101_23_M_22_2_20130731,D03,DSNY,,20130731,
DSNY_101_23_M_22_2_20130731,D03,DSNY,,20130731,
DSNY_101_39_M_9_26_20130731,D03,DSNY,,20130731,
DSNY_101_39_M_9_26_20130731,D03,DSNY,,20130731,
DSNY_101_41_M_25_38_20130731,D03,DSNY,,20130731,
DSNY_101_41_M_25_38_20130731,D03,DSNY,,20130731,
DSNY_201_23_M_38_5_20130731,D03,DSNY,,20130731,
DSNY_201_23_M_38_5_20130731,D03,DSNY,,20130731,
DSNY_201_39_M_6_30_20130731,D03,DSNY,,20130731,
DSNY_201_39_M_6_30_20130731,D03,DSNY,,20130731,
DSNY_201_41_M_22_37_20130731,D03,DSNY,,20130731,
DSNY_201_41_M_22_37_20130731,D03,DSNY,,20130731,
DSNY_265_21_M_3_10_20130731,D03,DSNY,,20130731,
DSNY_265_21_M_3_10_20130731,D03,DSNY,,20130731,
DSNY_265_39_M_1_21_20130731,D03,DSNY,,20130731,
DSNY_265_39_M_1_21_20130731,D03,DSNY,,20130731,
DSNY_265_41_M_22_33_20130731,D03,DSNY,,20130731,
DSNY_265_41_M_22_33_20130731,D03,DSNY,,20130731,
DSNY_293_21_M_5_35_20130731,D03,DSNY,,20130731,
DSNY_293_21_M_5_35_20130731,D03,DSNY,,20130731,
DSNY_293_39_M_16_35_20130731,D03,DSNY,,20130731,Bag 5 - Vial says 20130708
DSNY_293_39_M_16_35_20130731,D03,DSNY,,20130731,Bag 5 - Vial says 20130708
DSNY_293_41_M_34_37_20130731,D03,DSNY,,20130731,
DSNY_293_41_M_34_37_20130731,D03,DSNY,,20130731,
DSNY_101_21_M_8_5_20130827,D03,DSNY,,20130827,
DSNY_101_23_M_36_5_20130827,D03,DSNY,,20130827,
DSNY_101_41_M_22_31_20130827,D03,DSNY,,20130827,
DSNY_201_21_M_10_14_20130827,D03,DSNY,,20130827,Bag 11
DSNY_201_23_M_35_19_20130827,D03,DSNY,,20130827,
DSNY_201_41_M_39_37_20130827,D03,DSNY,,20130827,
DSNY_265_21_M_3_19_20130827,D03,DSNY,,20130827,
DSNY_265_23_M_25_5_20130827,D03,DSNY,,20130827,
DSNY_265_39_M_19_34_20130827,D03,DSNY,,20130827,
DSNY_293_23_M_40_9_20130827,D03,DSNY,,20130827,
DSNY_293_39_M_4_34_20130827,D03,DSNY,,20130827,
DSNY_293_41_M_28_33_20130827,D03,DSNY,,20130827,
DSNY_101_23_M_15_8_20130925,D03,DSNY,,20130925,
DSNY_101_23_M_30_8_20130925,D03,DSNY,,20130925,
DSNY_101_39_M_15_37_20130925,D03,DSNY,,20130925,
DSNY_201_21_M_0_5_20130925,D03,DSNY,,20130925,
DSNY_201_39_M_6_30_20130925,D03,DSNY,,20130925,
DSNY_201_41_M_39_34_20130925,D03,DSNY,,20130925,
DSNY_265_21_M_15_9_20130925,D03,DSNY,,20130925,
DSNY_265_39_M_5_30_20130925,D03,DSNY,,20130925,
DSNY_265_41_M_23_31_20130925,D03,DSNY,,20130925,
DSNY_293_23_M_37_13_20130925,D03,DSNY,,20130925,
DSNY_293_39_M_15_37_20130925,D03,DSNY,,20130925,
DSNY_293_41_M_34_29_20130925,D03,DSNY,,20130925,
DSNY_101_23_M_27_6_20131031,D03,DSNY,,20131031,Bag 11
DSNY_101_39_M_9_33_20131031,D03,DSNY,,20131031,Bag 11
DSNY_101_41_M_38_38_20131031,D03,DSNY,,20131031,Bag 11
DSNY_201_23_M_38_8_20131031,D03,DSNY,,20131031,
DSNY_201_39_M_6_21_20131031,D03,DSNY,,20131031,
DSNY_201_41_M_36_20_20131031,D03,DSNY,,20131031,
DSNY_265_23_M_40_6_20131031,D03,DSNY,,20131031,
DSNY_265_39_M_4_26_20131031,D03,DSNY,,20131031,
DSNY_265_41_M_28_32_20131031,D03,DSNY,,20131031,
DSNY_293_21_M_8_1_20131031,D03,DSNY,,20131031,
DSNY_293_41_M_37_36_20131031,D03,DSNY,,20131031,
DSNY_293_41_M_5_27_20131031,D03,DSNY,,20131031,
DSNY_101_21_M_13_7_20131114,D03,DSNY,,20131114,
DSNY_101_21_M_13_7_20131114,D03,DSNY,,20131114,
DSNY_101_23_M_35_7_20131114,D03,DSNY,,20131114,Bag 11
DSNY_101_23_M_35_7_20131114,D03,DSNY,,20131114,Bag 11
DSNY_101_41_M_35_29_20131114,D03,DSNY,,20131114,
DSNY_101_41_M_35_29_20131114,D03,DSNY,,20131114,
DSNY_201_21_M_4_14_20131114,D03,DSNY,,20131114,
DSNY_201_21_M_4_14_20131114,D03,DSNY,,20131114,
DSNY_201_23_M_24_9_20131114,D03,DSNY,,20131114,
DSNY_201_23_M_24_9_20131114,D03,DSNY,,20131114,
DSNY_201_41_M_31_27_20131114,D03,DSNY,,20131114,
DSNY_201_41_M_31_27_20131114,D03,DSNY,,20131114,
DSNY_265_21_M_8_19_20131114,D03,DSNY,,20131114,
DSNY_265_23_M_37_0_20131114,D03,DSNY,,20131114,
DSNY_265_41_M_38_38_20131114,D03,DSNY,,20131114,
DSNY_293_21_M_19_1_20131114,D03,DSNY,,20131114,Bag 11
DSNY_293_23_M_31_8_20131114,D03,DSNY,,20131114,Bag 11
DSNY_293_41_M_29_34_20131114,D03,DSNY,,20131114,Bag 11
DSNY_101_21_M_10_6_20131218,D03,DSNY,,20131218,
DSNY_101_23_M_21_3_20131218,D03,DSNY,,20131218,
DSNY_101_41_M_38_24_20131218,D03,DSNY,,20131218,
DSNY_201_21_M_9_19_20131218,D03,DSNY,,20131218,
DSNY_201_23_M_28_8_20131218,D03,DSNY,,20131218,
DSNY_201_39_M_17_32_20131218,D03,DSNY,,20131218,
DSNY_265_21_M_7_11_20131218,D03,DSNY,,20131218,Bag 11
DSNY_265_23_M_38_17_20131218,D03,DSNY,,20131218,Bag 11
DSNY_265_39_M_3_28_20131218,D03,DSNY,,20131218,Bag 11
DSNY_293_21_M_6_0_20131218,D03,DSNY,,20131218,
DSNY_293_39_M_14_34_20131218,D03,DSNY,,20131218,
DSNY_293_41_M_37_27_20131218,D03,DSNY,,20131218,
DSNY_101_23_M_20_7_20140122,D03,DSNY,,20140122,
DSNY_101_41_M_2_15_20140122,D03,DSNY,,20140122,
DSNY_101_41_M_26_39_20140122,D03,DSNY,,20140122,
DSNY_201_23_M_34_0_20140122,D03,DSNY,,20140122,
DSNY_201_39_M_14_37_20140122,D03,DSNY,,20140122,
DSNY_201_41_M_38_30_20140122,D03,DSNY,,20140122,
DSNY_265_23_M_40_2_20140122,D03,DSNY,,20140122,
DSNY_265_39_M_7_21_20140122,D03,DSNY,,20140122,
DSNY_265_41_M_20_33_20140122,D03,DSNY,,20140122,
DSNY_293_21_M_10_5_20140122,D03,DSNY,,20140122,
DSNY_293_23_M_30_18_20140122,D03,DSNY,,20140122,
DSNY_293_39_M_16_37_20140122,D03,DSNY,,20140122,
DSNY_101_21_M_20_3_20140213,D03,DSNY,,20140213,
DSNY_101_39_M_10_20_20140213,D03,DSNY,,20140213,
DSNY_101_41_M_22_36_20140213,D03,DSNY,,20140213,
DSNY_201_21_M_5_11_20140213,D03,DSNY,,20140213,
DSNY_201_39_M_15_31_20140213,D03,DSNY,,20140213,
DSNY_201_41_M_37_33_20140213,D03,DSNY,,20140213,
DSNY_265_23_M_13_18_20140213,D03,DSNY,,20140213,
DSNY_265_39_M_18_33_20140213,D03,DSNY,,20140213,
DSNY_265_41_M_40_21_20140213,D03,DSNY,,20140213,
DSNY_293_23_M_27_5_20140213,D03,DSNY,,20140213,
DSNY_293_39_M_18_38_20140213,D03,DSNY,,20140213,
DSNY_293_41_M_30_31_20140213,D03,DSNY,,20140213,
DSNY_009_21_M_14_10_20140327 ,D03,DSNY,,20140327,Bag 17; 101-2
DSNY_009_23_M_37_16_20140327,D03,DSNY,,20140327,Bag 17; 101-3
DSNY_009_41_M_22_31_20130327,D03,DSNY,,20140327,Bag 17; 101-1
DSNY_016_21_M_12_3_20140327,D03,DSNY,,20140327,Bag 17; 201-2
DSNY_016_23_M_35_17_20140327,D03,DSNY,,20140327,Bag 17; 201-3
DSNY_016_41_M_35_37_20140327,D03,DSNY,,20140327,Bag 17; 201-1
DSNY_021_21_M_1_2_20140327,D03,DSNY,,20140327,Bag 17; 265-1
DSNY_021_23_M_32_16_20140327,D03,DSNY,,20140327,Bag 17; 265-2
DSNY_021_41_M_32_28_20140327,D03,DSNY,,20140327,Bag 17; 265-3
DSNY_025_21_M_4_10_20140327,D03,DSNY,,20140327,Bag 19; DSNY_009-3
DSNY_025_23_M_25_7_20140327,D03,DSNY,,20140327,Bag 19; DSNY_016-1
DSNY_025_39_M_20_35_20140327,D03,DSNY,,20140327,Bag 19; DSNY_21-3
DSNY_009_21_M_6_12_20140409,D03,DSNY,,20140409,Bag 13
DSNY_009_23_M_33_14_20140409,D03,DSNY,,20140409,Bag 13
DSNY_009_41_M_31_23_20140409,D03,DSNY,,20140409,Bag 13
DSNY_021_21_M_1_0_20140409,D03,DSNY,,20140409,Bag 18
DSNY_021_23_M_35_15_20140409,D03,DSNY,,20140409,Bag 18
DSNY_021_39_M_0_37_20140409,D03,DSNY,,20140409,Bag 18
DSNY_025_21_M_5_17_20140409,D03,DSNY,,20140409,Bag 19; DSNY_016-3
DSNY_025_23_M_39_15_20140409,D03,DSNY,,20140409,Bag 19; DSNY_016-2
DSNY_025_41_M_23_35_20140409,D03,DSNY,,20140409,Bag 19; DSNY_21-1
DSNY_016_21_M_9_11_20140410,D03,DSNY,,20140410,Bag 15
DSNY_016_23_M_37_14_20140410,D03,DSNY,,20140410,Bag 15
DSNY_016_39_M_14_32_20140410,D03,DSNY,,20140410,Bag 18
DSNY_009_21_M_6_9_20140515,D03,DSNY,,20140515,Bag 13
DSNY_009_23_M_22_34_20140515,D03,DSNY,,20140515,Bag 13
DSNY_009_41_M_32_16_20140515,D03,DSNY,,20140515,Bag 13
DSNY_016_21_M_0_19_20140515,D03,DSNY,,20140515,Bag 15
DSNY_016_21_M_6_5_20140515,D03,DSNY,,20140515,Bag 15
DSNY_016_23_M_32_1_20140515,D03,DSNY,,20140515,Bag 15
DSNY_021_21_M_20_0_20140515,D03,DSNY,,20140515,Bag 18
DSNY_021_39_M_15_34_20140515,D03,DSNY,,20140515,Bag 18
DSNY_021_41_M_25_38_20140515,D03,DSNY,,20140515,Bag 19; DSNY_009 1
DSNY_025_21_M_13_2_20140515,D03,DSNY,,20140515,Bag 19; DSNY_009 2
DSNY_025_23_M_40_9_20140515,D03,DSNY,,20140515,Bag 19; DSNY_21-2
DSNY_025_41_M_28_30_20140515,D03,DSNY,,20140515,Bag 19; 25-1
DSNY_009_M_20_40_20140611,D03,DSNY,Y,20140611,Bag 15
DSNY_009_M_24_7_20140611,D03,DSNY,Y,20140611,
DSNY_009_M_33_19_20140611,D03,DSNY,Y,20140611,
DSNY_016_M_10_3_20140611,D03,DSNY,Y,20140611,
DSNY_016_M_20_38_20140611,D03,DSNY,Y,20140611,
DSNY_016_M_7_29_20140611,D03,DSNY,Y,20140611,
DSNY_021_M_1_13_20140611,D03,DSNY,Y,20140611,
DSNY_021_M_35_19_20140611,D03,DSNY,Y,20140611,
DSNY_021_M_40_21_20140611,D03,DSNY,Y,20140611,
DSNY_025_M_30_6_20140611,D03,DSNY,Y,20140611,
DSNY_025_M_37_37_20140611,D03,DSNY,Y,20140611,Bag 19; DSNY_25-3
DSNY_025_M_8_24_20140611,D03,DSNY,Y,20140611,Bag 19; DSNY_25-2
DSNY_001_M_17_9_20140701,D03,DSNY,Y,20140701,
DSNY_001_M_29_37_20140701,D03,DSNY,Y,20140701,
DSNY_001_M_9_11_20140701,D03,DSNY,Y,20140701,
DSNY_009_M_17_3_20140701,D03,DSNY,Y,20140701,Bag 15
DSNY_009_M_26_3_20140701,D03,DSNY,Y,20140701,Bag 15
DSNY_009_M_29_2_20140701,D03,DSNY,Y,20140701,Bag 15
DSNY_016_M_12_2_20140701,D03,DSNY,Y,20140701,Bag 18
DSNY_016_M_35_24_20140701,D03,DSNY,Y,20140701,Bag 18
DSNY_016_M_5_26_20140701,D03,DSNY,Y,20140701,Bag 18
DSNY_001_21_M_1_6_20140813,D03,DSNY,Y,20140813,
DSNY_001_21_M_7_5_20140813,D03,DSNY,Y,20140813,
DSNY_001_21_M_9_17_20140813,D03,DSNY,Y,20140813,
DSNY_002_21_M_11_0_20140813,D03,DSNY,Y,20140813,
DSNY_002_23_M_30_5_20140813,D03,DSNY,Y,20140813,
DSNY_002_41_M_27_36_20140813,D03,DSNY,Y,20140813,
DSNY_003_21_M_1_7_20140813,D03,DSNY,Y,20140813,
DSNY_003_23_M_33_0_20140813,D03,DSNY,Y,20140813,
DSNY_003_39_M_3_26_20140813,D03,DSNY,Y,20140813,
DSNY_004_23_M_33_4_20140813,D03,DSNY,Y,20140813,
DSNY_004_39_M_20_40_20140813,D03,DSNY,Y,20140813,
DSNY_004_41_M_21_38_20140813,D03,DSNY,Y,20140813,
DSNY_005_21_M_4_9_20140813,D03,DSNY,Y,20140813,
DSNY_005_23_M_33_2_20140813,D03,DSNY,Y,20140813,
DSNY_005_41_M_24_40_20140813,D03,DSNY,Y,20140813,Bag 13- Says SW on vial
DSNY_009_21_M_2_0_20140813,D03,DSNY,Y,20140813,Bag 13- Says NW on vial
DSNY_009_21_M_8_11_20140813,D03,DSNY,Y,20140813,Bag 13
DSNY_009_41_M_39_30_20140813,D03,DSNY,Y,20140813,Bag 15
DSNY_016_39_M_3_37_20140813,D03,DSNY,Y,20140813,Bag 18
DSNY_016_41_M_6_12_20140813,D03,DSNY,Y,20140813,Bag 18
DSNY_041_23_M_33_4_20140814,D03,DSNY,Y,20140814,
DSNY_041_41_M_23_30_20140814,D03,DSNY,Y,20140814,
DSNY_041_41_M_30_38_20140814,D03,DSNY,Y,20140814,
DSNY_043_23_M_33_17_20140814,D03,DSNY,Y,20140814,
DSNY_043_39_M_18_37_20140814,D03,DSNY,Y,20140814,
DSNY_043_39_M_2_27_20140814,D03,DSNY,Y,20140814,
DSNY_001_21_M_7_0_20140909,D03,DSNY,Y,20140909,
DSNY_001_41_M_22_32_20140909,D03,DSNY,Y,20140909,
DSNY_001_41_M_30_37_20140910,D03,DSNY,Y,20140910,
DSNY_002_21_M_9_4_20140910,D03,DSNY,Y,20140910,
DSNY_002_23_M_25_6_20140910,D03,DSNY,Y,20140910,
DSNY_002_39_M_10_34_20140910,D03,DSNY,Y,20140910,
DSNY_009_21_M_15_7_20140910,D03,DSNY,Y,20140910,Bag 13
DSNY_009_21_M_4_7_20140910,D03,DSNY,Y,20140910,Bag 13
DSNY_009_23_M_33_11_20140910,D03,DSNY,Y,20140910,Bag 13
DSNY_016_21_M_16_7_20140910,D03,DSNY,Y,20140910,Bag 15
DSNY_016_23_M_23_38_20140910,D03,DSNY,Y,20140910,Bag 15
DSNY_016_39_M_0_30_20140910,D03,DSNY,Y,20140910,Bag 18
DSNY_001_08_08_20141022,D03,DSNY,Y,20141022,20141024
DSNY_001_08_40_20141022,D03,DSNY,Y,20141022,20141024
DSNY_001_36_24_20141022,D03,DSNY,Y,20141022,20141024
DSNY_002_04_15_20141022,D03,DSNY,Y,20141022,20141024
DSNY_002_27_07_20141022,D03,DSNY,Y,20141022,20141024
DSNY_002_30_23_20141022,D03,DSNY,Y,20141022,20141024
DSNY_009_16_40_20141022,D03,DSNY,Y,20141022,20141024
DSNY_009_34_40_20141022,D03,DSNY,Y,20141022,20141024
DSNY_009_38_06_20141022,D03,DSNY,Y,20141022,20141024
DSNY_016_14_06_20141022,D03,DSNY,Y,20141022,20141024
DSNY_016_16_20141022,D03,DSNY,Y,20141022,20141024
DSNY_016_26_35_20141022,D03,DSNY,Y,20141022,20141024
DSNY_001_21_M_14_17_20141118,D03,DSNY,Y,20141118,20141119
DSNY_001_21_M_15_1_20141118,D03,DSNY,Y,20141118,20141119
DSNY_001_23_M_9_34_20141118,D03,DSNY,Y,20141118,20141119
DSNY_002_21_M_19_1_20141118,D03,DSNY,Y,20141118,20141119
DSNY_002_29_M_3_28_20141118,D03,DSNY,Y,20141118,20141119
DSNY_002_39_M_9_34_20141118,D03,DSNY,Y,20141118,20141119
DSNY_009_21_M_0_13_20141118,D03,DSNY,Y,20141118,20141119
DSNY_009_21_M_14_6_20141118,D03,DSNY,Y,20141118,20141119
DSNY_009_23_M_28_3_20141118,D03,DSNY,Y,20141118,20141119
DSNY_016_39_M_13_22_20141118,D03,DSNY,Y,20141118,20141119
DSNY_016_41_M_30_27_20141118,D03,DSNY,Y,20141118,20141119
DSNY_016_41_M_37_22_20141118,D03,DSNY,Y,20141118,20141119
DSNY_001_21_M_14_6_20141217,D03,DSNY,Y,20141217,20141217
DSNY_001_23_M_0_21_20141217,D03,DSNY,Y,20141217,20141217
DSNY_001_41_M_23_36_20141217,D03,DSNY,Y,20141217,20141217
DSNY_002_23_M_33_6_20141217,D03,DSNY,Y,20141217,20141217
DSNY_002_23_M_39_5_20141217,D03,DSNY,Y,20141217,20141217
DSNY_002_39_M_2_21_20141217,D03,DSNY,Y,20141217,20141217
DSNY_009_21_M_14_55_20141217,D03,DSNY,Y,20141217,20141217
DSNY_009_39_M_2_38_20141217,D03,DSNY,Y,20141217,20141217
DSNY_009_41_M_26_38_20141217,D03,DSNY,Y,20141217,20141217
DSNY_016_21_M_7_0_20141217,D03,DSNY,Y,20141217,20141217
DSNY_016_41_M_24_31_20141217,D03,DSNY,Y,20141217,20141217
DSNY_016_41_M_39_27_20141217,D03,DSNY,Y,20141217,20141217
HARV_001_39_Mineral_9_26_20130708,D01,HARV,No,20130708,
HARV_001_39_Mineral_9_26_20130708,D01,HARV,No,20130708,
HARV_001_39_Organic_9_26_20130708,D01,HARV,No,20130708,
HARV_001_39_Organic_9_26_20130708,D01,HARV,No,20130708,Argonne comment: label fell off sample.
HARV_013_24_Mineral_38_5_20130708,D01,HARV,No,20130708,
HARV_013_24_Mineral_38_5_20130708,D01,HARV,No,20130708,
HARV_013_39_9_ 22_Organic 20130708,D01,HARV,No,20130708,
HARV_013_39_9_ 22_Organic 20130708,D01,HARV,No,20130708,
HARV_013_39_Mineral_7_22_20130708,D01,HARV,No,20130708,
HARV_013_39_Mineral_7_22_20130708,D01,HARV,No,20130708,
HARV_013_50_Mineral_22_37_20130708,D01,HARV,No,20130708,
HARV_013_50_Mineral_22_37_20130708,D01,HARV,No,20130708,
HARV_016_50_Mineral_22_33_20130708,D01,HARV,No,20130708,
HARV_016_50_Mineral_22_33_20130708,D01,HARV,No,20130708,
HARV_001_23_Mineral_22_2_20130709,D01,HARV,No,20130709,
HARV_001_23_Mineral_22_2_20130709,D01,HARV,No,20130709,
HARV_001_23_Organic_22_2_20130709,D01,HARV,No,20130709,
HARV_001_23_Organic_22_2_20130709,D01,HARV,No,20130709,
HARV_001_50_Mineral_25_38_20130709,D01,HARV,No,20130709,
HARV_001_50_Mineral_25_38_20130709,D01,HARV,No,20130709,
HARV_001_50_Organic_25_38_20130709,D01,HARV,No,20130709,
HARV_001_50_Organic_25_38_20130709,D01,HARV,No,20130709,
HARV_004_48_Mineral_5_35_20130709,D01,HARV,No,20130709,
HARV_004_48_Mineral_5_35_20130709,D01,HARV,No,20130709,
HARV_004_48_Organic_5_35_20130709,D01,HARV,No,20130709,
HARV_004_48_Organic_5_35_20130709,D01,HARV,No,20130709,
HARV_004_49_Mineral_16_35_20130709,D01,HARV,No,20130709,Argonne comment: label fell off sample
HARV_004_49_Organic_16_35_20130709,D01,HARV,No,20130709,Argonne comment: label fell off sample
HARV_004_51_Mineral_34_37_20130709,D01,HARV,No,20130709,
HARV_004_51_Mineral_34_37_20130709,D01,HARV,No,20130709,
HARV_004_51_Organic_34_37_20130709,D01,HARV,No,20130709,Argonne comment: label fell off sample
HARV_013_24_Organic_38_5_20130709,D01,HARV,No,20130709,
HARV_013_24_Organic_38_5_20130709,D01,HARV,No,20130709,
HARV_013_50_Organic_22_37_20130709,D01,HARV,No,20130709,
HARV_013_50_Organic_22_37_20130709,D01,HARV,No,20130709,
HARV_016_21_1_ 1_Organic 20130709,D01,HARV,No,20130709,
HARV_016_21_1_ 1_Organic 20130709,D01,HARV,No,20130709,
HARV_016_21_Organic_1_1_20130709,D01,HARV,No,20130709,
HARV_016_21_Organic_1_1_20130709,D01,HARV,No,20130709,
HARV_016_21_Organic_3_10_20130709,D01,HARV,No,20130709,Argonne comment: label fell off sample
HARV_016_30_Mineral_3_10_20130709,D01,HARV,No,20130709,
HARV_016_30_Mineral_3_10_20130709,D01,HARV,No,20130709,
HARV_001_21_8_ 5_Organic 20130807,D01,HARV,No,20130807,
HARV_001_21_Mineral_8_5_20130807,D01,HARV,No,20130807,
HARV_001_24_Mineral_36_5_20130807,D01,HARV,No,20130807,
HARV_001_24_Organic_36_5_20130807,D01,HARV,No,20130807,
HARV_001_50_Mineral_22_31_20130807,D01,HARV,No,20130807,
HARV_001_50_Organic_22_31_20130807,D01,HARV,No,20130807,
HARV_004_24_Mineral_40_9_20130807,D01,HARV,No,20130807,
HARV_004_24_Organic_40_9_20130807,D01,HARV,No,20130807,Argonne comment: label fell off sample
HARV_004_48_Mineral_4_34_20130807,D01,HARV,No,20130807,
HARV_004_48_Organic_4_34_20130807,D01,HARV,No,20130807,
HARV_004_50_Mineral_28_33_20130807,D01,HARV,No,20130807,
HARV_004_50_Organic_28_33_20130807,D01,HARV,No,20130807,Argonne comment: label fell off sample
HARV_013_30_Mineral_10_14_20130807,D01,HARV,No,20130807,
HARV_013_30_Organic_10_14_20130807,D01,HARV,No,20130807,
HARV_013_33_Mineral_35_19_20130807,D01,HARV,No,20130807,
HARV_013_33_Organic_35_19_20130807,D01,HARV,No,20130807,
HARV_013_51_Mineral_39_37_20130807,D01,HARV,No,20130807,
HARV_016_23_25_ 5_Mineral 20130807,D01,HARV,No,20130807,
HARV_016_23_Organic_25_5_20130807,D01,HARV,No,20130807,Argonne comment: label fell off sample
HARV_016_30_3_ 19_Organic 20130807,D01,HARV,No,20130807,
HARV_016_30_Mineral_3_19_20130807,D01,HARV,No,20130807,
HARV_016_49_Organic_19_34_20130807,D01,HARV,No,20130807,Argonne comment: label fell off sample
HARV_013_51_39_ 37_Organic 20130809,D01,HARV,No,20130809,
HARV_001_22_ Mineral_15_8_20130911,D01,HARV,No,20130911,
HARV_001_22_Organic_15_8_20130911,D01,HARV,No,20130911,
HARV_001_24_Mineral_30_8_20130911,D01,HARV,No,20130911,
HARV_001_24_Organic_30_8_20130911,D01,HARV,No,20130911,
HARV_001_48_Mineral_15_37_20130911,D01,HARV,No,20130911,
HARV_001_48_Organic_15_37_20130911,D01,HARV,No,20130911,
HARV_004_33_Mineral_37_13_20130911,D01,HARV,No,20130911,
HARV_004_33_Organic_37_13_20130911,D01,HARV,No,20130911,
HARV_004_42_Mineral_34_29_20130911,D01,HARV,No,20130911,
HARV_004_42_Organic_34_29_20130911,D01,HARV,No,20130911,
HARV_004_50_Mineral_23_31_20130911,D01,HARV,No,20130911,
HARV_004_50_Organic_23_31_20130911,D01,HARV,No,20130911,
HARV_013_21_Mineral_0_5_20131111,D01,HARV,No,20130911," * mislabeled Vial, Date should read 20130911"
HARV_013_48_Mineral_6_30_20130911,D01,HARV,No,20130911,
HARV_013_48_Organic_6_30_20130911,D01,HARV,No,20130911,
HARV_013_51_39_ 34_Mineral 20130911,D01,HARV,No,20130911,
HARV_013_51_Organic_39_34_20130911,D01,HARV,No,20130911,
HARV_016_22_Mineral_15_9_20130911,D01,HARV,No,20130911,
HARV_016_22_Organic_15_9_20130911,D01,HARV,No,20130911,
HARV_016_40_Mineral_5_30_20130911,D01,HARV,No,20130911,
HARV_016_40_Organic_5_30_20130911,D01,HARV,No,20130911,
HARV_013_21_Organic_0_5_20130913,D01,HARV,No,20130913,
HARV_016_50_Organic_23_31_20130913,D01,HARV,No,20130913,
HARV_001_23_Mineral_27_6_20131001,D01,HARV,No,20131001,
HARV_001_23_Organic_27_6_20131001,D01,HARV,No,20131001,
HARV_001_48_Mineral_9_33_20131001,D01,HARV,No,20131001,
HARV_001_48_Organic_9_33_20131001,D01,HARV,No,20131001,
HARV_001_51_Mineral_38_38_20131001,D01,HARV,No,20131001,
HARV_001_51_Organic_38_38_20131001,D01,HARV,No,20131001,
HARV_004_21_Mineral_8_1_20131001,D01,HARV,No,20131001,
HARV_004_21_Organic_8_1_20131001,D01,HARV,No,20131001,
HARV_004_39_Mineral_5_28_20131001,D01,HARV,No,20131001,
HARV_004_51_Mineral_37_36_20131001,D01,HARV,No,20131001,
HARV_013_24_Mineral_38_8_20131001,D01,HARV,No,20131001,
HARV_013_24_Organic_38_8_20131001,D01,HARV,No,20131001,
HARV_013_39_Mineral_6_21_20131001,D01,HARV,No,20131001,
HARV_013_39_Organic_6_21_20131001,D01,HARV,No,20131001,
HARV_013_42_Mineral_36_20_20131001,D01,HARV,No,20131001,
HARV_013_42_Organic_36_20_20131001,D01,HARV,No,20131001,
HARV_016_39_Mineral_4_26_20131001,D01,HARV,No,20131001,
HARV_016_39_Organic_4_26_20131001,D01,HARV,No,20131001,
HARV_016_50_28_ 32_Organic 20131001,D01,HARV,No,20131001,
HARV_016_50_Mineral_28_32_20131001,D01,HARV,No,20131001,
HARV_016_24_Mineral_40_6_20131004,D01,HARV,No,20131004,
HARV_016_24_Organic_40_6_20131004,D01,HARV,No,20131004,
HARV_001_05_01_Organic_35_29_20131122,D01,HARV,No,20131122,
HARV_001_05_01_Organic_35_29_20131122,D01,HARV,No,20131122,
HARV_001_05_02_Mineral_35_29_20131122,D01,HARV,No,20131122,
HARV_001_05_02_Mineral_35_29_20131122,D01,HARV,No,20131122,
HARV_001_05_03_Organic_13_7_20131122,D01,HARV,No,20131122,
HARV_001_05_03_Organic_13_7_20131122,D01,HARV,No,20131122,
HARV_001_05_04_Minera_13_7_20131122,D01,HARV,No,20131122,
HARV_001_05_04_Minera_13_7_20131122,D01,HARV,No,20131122,
HARV_001_05_05_Organic_30_7_20131122,D01,HARV,No,20131122,
HARV_001_05_05_Organic_30_7_20131122,D01,HARV,No,20131122,
HARV_001_05_06_Mineral_30_7_20131122,D01,HARV,No,20131122,
HARV_001_05_06_Mineral_30_7_20131122,D01,HARV,No,20131122,
HARV_004_05_07_Organic_29_34_20131122,D01,HARV,No,20131122,
HARV_004_05_08_Mineral_29_34_20131122,D01,HARV,No,20131122,
HARV_004_05_09_Organic_19_1_20131122,D01,HARV,No,20131122,
HARV_004_05_09_Organic_19_1_20131122,D01,HARV,No,20131122,
HARV_004_05_10_Mineral_19_1_20131122,D01,HARV,No,20131122,
HARV_004_05_11_Organic_31_8_20131122,D01,HARV,No,20131122,
HARV_004_05_11_Organic_31_8_20131122,D01,HARV,No,20131122,
HARV_004_05_12_Mineral_31_8_20131122,D01,HARV,No,20131122,
HARV_013_05_13_Organic_4_14_20131122,D01,HARV,No,20131122,
HARV_013_05_13_Organic_4_14_20131122,D01,HARV,No,20131122,
HARV_013_05_14_Mineral_4_14_20131122,D01,HARV,No,20131122,
HARV_013_05_15_Organic_31_27_20131122,D01,HARV,No,20131122,
HARV_013_05_15_Organic_31_27_20131122,D01,HARV,No,20131122,
HARV_013_05_16_Mineral_31_27_20131122,D01,HARV,No,20131122,
