"startDateTime","endDateTime","PARMean","PARMinimum","PARMaximum","PARVariance","PARNumPts","PARExpUncert","PARStdErMean","PARFinalQF","outPARMean","outPARMinimum","outPARMaximum","outPARVariance","outPARNumPts","outPARExpUncert","outPARStdErMean","outPARFinalQF"
"2015-10-12T11:00:00Z","2015-10-12T11:30:00Z",0.3336214001162215447848780058848205953836,-0.0940603482139500540748500156951195094734,0.7129183744011624579428598735830746591091,0.0123707389775385215302527797121001640334,1800,0.0933437577644734006732107900461414828896,0.002621570667614966064495884978668982512317,0,,,,,,,,
"2015-10-12T11:30:00Z","2015-10-12T12:00:00Z",0.3041562215250917522446627572207944467663,-0.0295019964005793812467093317764010862447,0.6483596102546202999405977607239037752151,0.010055672962324940095113490201583772432,1800,0.0921114454537961813151980550173902884125,0.002363574618891777466556103348693795851431,0,,,,,,,,
"2015-10-12T12:00:00Z","2015-10-12T12:30:00Z",0.2432024479368933844725120252405758947134,-0.1586183303791911802793634933550492860376,0.6160806463647550135220853917417116463184,0.008479846109034055307018817870812199544161,1800,0.0915274483972695757083570811118988785892,0.002170489718042918798890372755749922362156,0,,,,,,,,
"2015-10-12T12:30:00Z","2015-10-12T13:00:00Z",3.63115184531946688650805299403145909309,0.0996145655204897922940787680090579669922,13.97965442341374320278646337101235985755,14.70213633930914909342391183599829673767,1800,0.7320563966241904196863288234453648328781,0.0903761778448193414670086553996952716261,0,,,,,,,,
"2015-10-12T13:00:00Z","2015-10-12T13:30:00Z",55.08403503158382363835698924958705902099,13.94737517134567816867729561636224389076,117.692849088090099485270911827683448791,921.255357191022540064295753836631774902,1800,6.09909135482782538417723117163404822349,0.7154079477981708512501768382207956165075,0,,,,,,,,
"2015-10-12T13:30:00Z","2015-10-12T14:00:00Z",218.176770968713640286296140402555465698,117.789685197561723839498881716281175613,331.674430704161466110235778614878654479,3866.995681869431336963316425681114196777,1800,16.9656168043362391983919224003329873085,1.46571857270483740798283633921528235077,0,,,,,,,,
"2015-10-12T14:00:00Z","2015-10-12T14:30:00Z",451.924487544293754126556450501084327697,331.964938165874912101571680977940559387,562.540180756675113116216380149126052856,4526.069526342205790570005774497985839843,1800,28.52264101686218822351293056271970272064,1.5857121649877425895169835712295025587,0,,,,,,,,
"2015-10-12T14:30:00Z","2015-10-12T15:00:00Z",659.446692932194991954020224511623382568,562.701415377212015300756320357322692871,755.0260285453981623504660092294216156,3093.859227354910672147525474429130554199,1800,38.1374325634122399719672102946788072586,1.31103420316322760719174311816459521651,0,,,,,,,,
"2015-10-12T15:00:00Z","2015-10-12T15:30:00Z",845.845112612964726395148318260908126831,753.605747694653018697863444685935974121,934.439116393382732894679065793752670288,2623.391943288096172182122245430946350097,1800,47.15075644556922895844763843342661857604,1.20724478399924639582252439140575006604,0,,,,,,,,
"2015-10-12T15:30:00Z","2015-10-12T16:00:00Z",1013.000757299359520402504131197929382324,931.082061351123456915956921875476837158,1091.291261509362811921164393424987792968,2053.256057120932382531464099884033203125,1800,55.0350240358443443255964666604995727539,1.06803455445581407801114437461365014314,0,,,,,,,,
"2015-10-12T16:00:00Z","2015-10-12T16:30:00Z",1159.188654213184463515062816441059112548,1086.287965738343928023823536932468414306,1228.065142936232859938172623515129089355,1516.164354315027821940020658075809478759,1800,61.91351928778249202878214418888092041015,0.9177764053270358601821499178186058998107,0,,,,,,,,
"2015-10-12T16:30:00Z","2015-10-12T17:00:00Z",1286.098116770545857434626668691635131835,1223.610930643828396569006145000457763671,1347.377533584373168196179904043674468994,1212.247865867554764918168075382709503173,1800,67.91883260767924923584359930828213691711,0.8206528112381544781683828659879509359598,0,,,,,,,,
"2015-10-12T17:00:00Z","2015-10-12T17:30:00Z",1388.897246200147264971747063100337982177,1344.149424203527814825065433979034423828,1425.953135961049156321678310632705688476,428.66772126525694375231978483498096466,1800,71.86554153018578006140160141512751579284,0.4880048504228762795698060017457464709877,0,,,,,,,,
"2015-10-12T17:30:00Z","2015-10-12T18:00:00Z",1451.356675276921805561869405210018157958,1422.402355831063914592959918081760406494,1477.317234287226028754957951605319976806,218.343842088373008891721838153898715972,1800,74.45064636711757088960439432412385940551,0.348284559654229497471789045448531396687,0,,,,,,,,
"2015-10-12T18:00:00Z","2015-10-12T18:30:00Z",1487.863131420286663342267274856567382812,1472.378310592881234697415493428707122802,1502.567999853639321372611448168754577636,39.10124875756573459284481941722333431243,1800,75.72048058471189335705275880172848701477,0.1473869599945171748878181006148224696516,0,,,,,,,,
"2015-10-12T18:30:00Z","2015-10-12T19:00:00Z",1500.612849053401760102133266627788543701,1485.493248555247419062652625143527984619,1513.576604337403296085540205240249633789,38.25977291797477164436713792383670806884,1800,76.27522734980875895871577085927128791809,0.1457924188662595432752766555495327338576,0,,,,,,,,
"2015-10-12T19:00:00Z","2015-10-12T19:30:00Z",1460.313850905536128266248852014541625976,1421.521321398510053768404759466648101806,1492.110901278787878254661336541175842285,361.23315473045323642509174533188343048,1800,75.1981980074223201881977729499340057373,0.4479788900845249610682685670326463878154,0,,,,,,,,
"2015-10-12T19:30:00Z","2015-10-12T20:00:00Z",1391.552250262040388406603597104549407958,1350.730148948921623741625808179378509521,1426.363887402533691783901304006576538085,417.349146573226562395575456321239471435,1800,71.88606672603135905319504672661423683166,0.4815190930639468014362591929966583847999,0,,,,,,,,
