"","domainID","siteID","plotID","plotType","subtype","plotSize"
"709","D15","ONAQ","ONAQ_001","distributed","mosquitoPoint",0
"710","D15","ONAQ","ONAQ_002","distributed","basePlot",1600
"711","D15","ONAQ","ONAQ_003","distributed","tickPlot",1600
"712","D15","ONAQ","ONAQ_003","distributed","birdGrid",250000
"713","D15","ONAQ","ONAQ_003","distributed","mammalGrid",8100
"714","D15","ONAQ","ONAQ_003","distributed","basePlot",1600
"715","D15","ONAQ","ONAQ_004","distributed","mammalGrid",8100
"716","D15","ONAQ","ONAQ_004","distributed","basePlot",1600
"717","D15","ONAQ","ONAQ_004","distributed","tickPlot",1600
"718","D15","ONAQ","ONAQ_004","distributed","birdGrid",250000
"719","D15","ONAQ","ONAQ_005","distributed","tickPlot",1600
"720","D15","ONAQ","ONAQ_005","distributed","mammalGrid",8100
"721","D15","ONAQ","ONAQ_005","distributed","basePlot",1600
"722","D15","ONAQ","ONAQ_005","distributed","birdGrid",250000
"723","D15","ONAQ","ONAQ_006","distributed","birdGrid",250000
"724","D15","ONAQ","ONAQ_006","distributed","basePlot",1600
"725","D15","ONAQ","ONAQ_007","distributed","basePlot",1600
"726","D15","ONAQ","ONAQ_008","distributed","mammalGrid",8100
"727","D15","ONAQ","ONAQ_008","distributed","tickPlot",1600
"728","D15","ONAQ","ONAQ_008","distributed","basePlot",1600
"729","D15","ONAQ","ONAQ_008","distributed","birdGrid",250000
"730","D15","ONAQ","ONAQ_009","distributed","basePlot",1600
"731","D15","ONAQ","ONAQ_009","distributed","tickPlot",1600
"732","D15","ONAQ","ONAQ_010","distributed","basePlot",1600
"733","D15","ONAQ","ONAQ_010","distributed","tickPlot",1600
"734","D15","ONAQ","ONAQ_011","distributed","basePlot",1600
"735","D15","ONAQ","ONAQ_012","distributed","basePlot",1600
"736","D15","ONAQ","ONAQ_012","distributed","tickPlot",1600
"737","D15","ONAQ","ONAQ_013","distributed","mosquitoPoint",0
"738","D15","ONAQ","ONAQ_014","distributed","basePlot",1600
"739","D15","ONAQ","ONAQ_014","distributed","mammalGrid",8100
"740","D15","ONAQ","ONAQ_014","distributed","birdGrid",250000
"741","D15","ONAQ","ONAQ_015","distributed","mammalGrid",8100
"742","D15","ONAQ","ONAQ_015","distributed","basePlot",1600
"743","D15","ONAQ","ONAQ_015","distributed","birdGrid",250000
"744","D15","ONAQ","ONAQ_016","distributed","basePlot",1600
"745","D15","ONAQ","ONAQ_016","distributed","birdGrid",250000
