"","domainID","siteID","plotID","plotType","subtype","plotSize"
"1","D07","ORNL","ORNL_036","tower","basePlot",1600
"2","D07","ORNL","ORNL_037","tower","basePlot",1600
"3","D07","ORNL","ORNL_043","tower","basePlot",1600
"4","D07","ORNL","ORNL_045","tower","basePlot",1600
"5","D07","ORNL","ORNL_046","tower","basePlot",1600
"6","D07","ORNL","ORNL_049","tower","basePlot",1600
"7","D07","ORNL","ORNL_050","tower","basePlot",1600
"8","D07","ORNL","ORNL_051","tower","basePlot",1600
"9","D07","ORNL","ORNL_052","tower","basePlot",1600
"10","D07","ORNL","ORNL_053","tower","basePlot",1600
"11","D07","ORNL","ORNL_054","tower","basePlot",1600
"12","D07","ORNL","ORNL_055","tower","basePlot",1600
"13","D07","ORNL","ORNL_056","tower","basePlot",1600
"14","D07","ORNL","ORNL_057","tower","basePlot",1600
"15","D07","ORNL","ORNL_058","tower","basePlot",1600
"16","D07","ORNL","ORNL_059","tower","basePlot",1600
"17","D07","ORNL","ORNL_060","tower","basePlot",1600
"18","D07","ORNL","ORNL_061","tower","basePlot",1600
"19","D07","ORNL","ORNL_062","tower","basePlot",1600
"20","D07","ORNL","ORNL_063","tower","basePlot",1600
"21","D07","ORNL","ORNL_064","tower","phenology",40000
"22","D07","ORNL","ORNL_065","tower","phenology",40000
