Site Id,Date,TOBS.I-1_C ,TMAX.D-1_C ,TMIN.D-1_C ,TAVG.D-1_C 
2039,40909,2.2,14.8,2.2,10.7
2039,40910,8,15.4,-1.7,6.9
2039,40911,-3,8,-3,2.2
2039,40912,-7.3,-1.3,-7.6,-3.9
2039,40913,0.6,2.2,-10.4,-3.8
2039,40914,2,9.9,-2.8,3.5
2039,40915,7.1,18.1,1.4,9.4
2039,40916,9,18.6,2.1,10.8
2039,40917,1.9,12.4,1.1,6.1
2039,40918,-0.1,1.9,-0.6,0.5
2039,40919,-0.4,11.4,-1.9,3.1
2039,40920,6.7,6.7,-1.4,2.3
2039,40921,10,15.9,4.4,9.5
2039,40922,-3.1,10.6,-3.1,1.5
2039,40923,-3,2.9,-6.2,-1.2
2039,40924,-4.8,1.9,-5.3,-2.2
2039,40925,5.5,6.4,-8.9,-0.4
2039,40926,12.6,15.1,5.5,10.4
2039,40927,-3.8,13.4,-3.8,4.3
2039,40928,2.8,4.7,-6.8,-0.9
2039,40929,-3.3,2.8,-3.3,0.1
2039,40930,-0.6,0.2,-3.3,-1.2
2039,40931,-1.1,-0.6,-2.4,-1.5
2039,40932,5.6,5.7,-1.1,1.5
2039,40933,6.6,15.5,3.6,8.6
2039,40934,4.7,11.2,-0.8,5.2
2039,40935,13.1,13.2,4.2,8.6
2039,40936,3.2,18.3,3.2,13.3
2039,40937,4.2,13.9,-0.7,5.9
2039,40938,4.2,9,-3.5,4
2039,40939,5,10.2,-3.6,4.5
2039,40940,12.2,18.9,2.7,10.8
2039,40941,13.4,20.7,10,14.8
2039,40942,3.8,16.2,3.8,11.1
2039,40943,0.8,11.3,-1.4,4.6
2039,40944,1.8,5.4,-1.2,2.1
2039,40945,-2.8,5.8,-2.8,1.9
2039,40946,4.3,10.1,-5.2,2.9
2039,40947,4.2,14.6,1.3,7.9
2039,40948,0.7,4.2,0.6,2.5
2039,40949,2.9,8.9,-2.7,3.2
2039,40950,3.1,7.3,-1.8,3.5
2039,40951,-5.2,5,-5.2,0.2
2039,40952,-2,1.1,-8,-3.4
2039,40953,2.7,8.9,-7,1.7
2039,40954,8.2,11.4,1.2,6.4
2039,40955,6.7,14.2,4.8,8.8
2039,40956,5.4,6.9,4.2,5.7
2039,40957,4.9,12.8,1.6,6.7
2039,40958,6.8,14.7,-1,8
2039,40959,0,6.8,-0.2,2.2
2039,40960,-2.8,8.3,-2.8,1.7
2039,40961,2.3,9.2,-5.3,2.3
2039,40962,9.6,16.2,2.3,9.7
2039,40963,11.6,19.5,5.8,12.1
2039,40964,5.6,23.9,5.6,12.2
2039,40965,-1.2,6.8,-1.2,3.5
2039,40966,3.1,9.1,-4.8,2.6
2039,40967,6.6,16.9,-0.8,8
2039,40968,5.6,14.3,2.5,8.9
2039,40969,13.1,13.7,2.2,8
2039,40970,7.1,21,7.1,15.7
2039,40971,6.6,10.1,1.7,6.2
2039,40972,8.7,15.7,6.6,10.7
2039,40973,1.3,8.7,-0.3,5.5
2039,40974,-1.4,5.2,-2.5,0.6
2039,40975,3.7,9.5,-6,2.4
2039,40976,11.8,18.5,0.7,10
2039,40977,17,21.5,10.2,15.7
2039,40978,3.6,17,3.6,10.7
2039,40979,1.8,9.9,-0.8,4
2039,40980,9.3,17.2,-0.8,8.2
2039,40981,16.5,21.8,5.1,14.2
2039,40982,19,26.1,13,19.3
2039,40983,17.1,27.4,14.7,21.1
2039,40984,14.5,27.5,11,19
2039,40985,12.3,21.6,10.5,15.3
2039,40986,13.8,24,10.4,17.3
2039,40987,16.1,20.4,9.8,14.3
2039,40988,15.8,24.1,12.4,18
2039,40989,16.8,22.9,12.6,17.4
2039,40990,16.2,21.7,13.2,16.8
2039,40991,18.2,26.7,12,19.1
2039,40992,19.2,27.6,13.8,21
2039,40993,13.2,19.9,13.2,17.2
2039,40994,13.8,16.3,10.8,13.2
2039,40995,5.7,19,5.7,13.9
2039,40996,7.5,13.6,-0.8,6.7
2039,40997,21,26.3,4.4,14.9
2039,40998,8.6,21.4,8.6,16.7
2039,40999,9.2,16.4,3.4,10.5
2039,41000,10.4,21.5,9.2,14.2
2039,41001,12.5,19,8.1,12.6
2039,41002,7.9,17.9,7,12.5
2039,41003,13.5,23.8,2.6,13.7
2039,41004,15.4,26.7,11,18.3
2039,41005,4.1,15.4,4.1,10.5
2039,41006,8.2,16.1,4,9.6
2039,41007,6.2,19.5,3,12
2039,41008,13.2,23.2,3.7,14.4
2039,41009,8.2,20.3,8.2,14.6
2039,41010,6,20,3.8,12.7
2039,41011,5.1,10.7,1.7,6.4
2039,41012,4.9,15.2,3.1,8.9
2039,41013,8.9,18.4,4.9,11.5
2039,41014,17.5,23.8,4,15.6
2039,41015,19.8,28.5,14.6,21.5
2039,41016,21.3,29.4,16.6,23.2
2039,41017,15.6,24.5,15.6,19.4
2039,41018,9.3,16,8.9,11
2039,41019,11.8,19.8,8,13.3
2039,41020,13.5,20.9,6.5,14.1
2039,41021,12.2,25.8,11.8,16.7
2039,41022,7.4,12.2,7.4,9.6
2039,41023,5.4,7.4,5,6
2039,41024,10,16.3,2,9.2
2039,41025,13.4,20.4,6.1,14.1
2039,41026,16.8,20.3,12.2,15.9
2039,41027,9,19.3,8.4,14.1
2039,41028,7.7,11.5,5.5,8.4
2039,41029,11,20.5,6.6,12.6
2039,41030,14.4,16.5,9.8,12.9
2039,41031,17.9,28.9,14.4,20.9
2039,41032,17.9,27.7,16.8,21.9
2039,41033,19.9,28.8,14.4,20.7
2039,41034,18.5,25.9,17.4,22.1
2039,41035,17.9,25.3,17.4,20.6
2039,41036,17.4,20.7,15.8,18.1
2039,41037,15,21.1,14.9,17.3
2039,41038,17.8,22.6,12.6,18.1
2039,41039,12.2,22.7,12.1,18
2039,41040,11.2,19.5,9.2,15
2039,41041,10.2,21.7,7.4,14.8
2039,41042,15.6,22.9,8.4,17.3
2039,41043,16.4,24.8,13.9,19.1
2039,41044,17.5,19.4,15.5,17.1
2039,41045,16.8,25.8,16.4,19.9
2039,41046,17.3,27.9,15.3,20.6
2039,41047,14.4,22.5,14.4,18.2
2039,41048,12.2,22.6,10.9,16.6
2039,41049,15.4,25.3,10.6,17.9
2039,41050,19.8,25.9,11.9,19.8
2039,41051,17.8,22.7,17.4,19.3
2039,41052,17.2,26.1,17,20.3
2039,41053,17.4,25.2,16,20.1
2039,41054,19.8,25.6,15.2,20.4
2039,41055,21,29,18.1,23
2039,41056,21.6,29.3,18,23.6
2039,41057,21.2,29.1,18.6,23.9
2039,41058,23.9,30.2,18.9,25.4
2039,41059,19.4,30.5,19.4,24.2
2039,41060,20.8,27.7,17.8,21.7
2039,41061,19.8,27.5,18.8,22.9
2039,41062,17.9,25.7,16.2,20
2039,41063,14.8,22,13,17.8
2039,41064,16.3,24.7,12,18.8
2039,41065,16.2,25.2,14.8,20.3
2039,41066,15,19.6,13.8,16.2
2039,41067,14.8,20.3,13,16.6
2039,41068,15.2,25.8,11,19
2039,41069,16.7,28.2,14.2,21.3
2039,41070,18.4,29.6,16.7,23.9
2039,41071,20.5,30.9,16.2,24.3
2039,41072,20.3,27,16.9,21
2039,41073,19.3,25,19.3,21.6
2039,41074,16.4,26.3,16.4,21.6
2039,41075,18.1,24.9,16,20.1
2039,41076,15,25.1,15,20
2039,41077,14.9,24.7,12.3,18.8
2039,41078,17.1,24.4,13,19.3
2039,41079,18,20.3,15.1,17.4
2039,41080,22.6,31.1,17.6,23.2
2039,41081,24.2,33.5,21,27.2
2039,41082,25.7,33.9,21.9,28.1
2039,41083,20.4,32.3,20.2,25.3
2039,41084,20.3,30,18.8,24.1
2039,41085,21.4,28.9,18.6,23.6
2039,41086,18.1,29.2,18.1,23.8
2039,41087,17.2,25.2,14.9,19.8
2039,41088,19.5,29.2,15.1,22.2
2039,41089,23.2,32.3,17.8,25.6
2039,41090,21.9,36.9,21.5,29.2
2039,41091,22,33.9,17.8,25
2039,41092,25,34.3,21.2,28
2039,41093,23.1,31.9,22.8,27.1
2039,41094,22.9,33.8,21.6,27.4
2039,41095,26.4,34.6,22.1,28.2
2039,41096,25.8,36.1,22.4,29.8
2039,41097,25.7,34.6,23.8,28.9
2039,41098,27.2,37.1,24.8,30.5
2039,41099,24.2,37.3,24,29.8
2039,41100,22.1,28,22,24.8
2039,41101,19.9,31.8,19.9,24.5
2039,41102,20.6,28.8,18.7,23.6
2039,41103,22.4,29.7,19.1,24.3
2039,41104,22.1,29.2,19.8,23.8
2039,41105,21.9,31.1,19.8,23.9
2039,41106,23.4,33.5,21.8,25.7
2039,41107,24.6,33.8,22.6,27.4
2039,41108,25.3,35.8,22.4,29.1
2039,41109,25.2,35.7,21.6,28.4
2039,41110,23.2,34.1,22.2,27.3
2039,41111,22.8,25.8,22.1,23.7
2039,41112,19.3,22.8,18.9,19.8
2039,41113,21.9,28.3,19.1,23
2039,41114,25.8,31.7,20.7,25.6
2039,41115,23.1,32.7,20.6,24.8
2039,41116,21.4,29.3,18.7,24.2
2039,41117,28.1,35.3,19.9,28.2
2039,41118,19.9,32.2,19.9,26.7
2039,41119,22.2,32.1,18.7,26.2
2039,41120,21.6,30.5,18.8,24.5
2039,41121,21.3,30.3,19.6,24.5
2039,41122,18.6,30.3,18.4,23.5
2039,41123,21.6,30.3,17.5,23.3
2039,41124,22.6,32.5,20.3,25.9
2039,41125,22.4,31.1,20.5,25.6
2039,41126,24.6,32,21.1,26.2
2039,41127,25.4,31.8,22.1,26.8
2039,41128,21.7,28.9,21.6,24.6
2039,41129,23.6,29.8,21.4,25.3
2039,41130,20.4,31.1,20.4,25.1
2039,41131,22.4,31.8,18.1,25.3
2039,41132,20.8,28.4,20.4,23.4
2039,41133,22.3,28.8,18.8,23.5
2039,41134,20.9,28.3,18.6,23.2
2039,41135,22.1,29.7,17.8,23.8
2039,41136,19.6,29.7,19.3,23.9
2039,41137,19.3,27.6,18,21.6
2039,41138,18.6,29.5,17.8,23
2039,41139,21.4,30.9,16.7,22.9
2039,41140,20.1,27.6,18.9,22.7
2039,41141,17.8,21.2,17.6,19.2
2039,41142,17.6,25.1,17.5,19.6
2039,41143,17.8,26.4,16.8,20.7
2039,41144,19.2,27.9,16.5,21.4
2039,41145,19.6,28.2,17.8,22.8
2039,41146,20.6,28.1,18.1,22.6
2039,41147,19.3,22.3,18.9,20.4
2039,41148,19.5,26.9,19.2,22.3
2039,41149,22.4,29.7,19,23.6
2039,41150,20.3,31.1,20.1,24.4
2039,41151,21.2,28.6,18.8,23.2
2039,41152,21.1,29.5,18.9,23.8
2039,41153,22.9,32.6,18.5,25.7
2039,41154,24,29.5,22.9,25.8
2039,41155,21.6,28.4,21.6,24.6
2039,41156,21.7,26.4,21.1,23.4
2039,41157,22.7,28,20.6,23.8
2039,41158,23.1,30.3,22.1,24.9
2039,41159,20.6,27.9,20,23.2
2039,41160,19.9,30,19.7,24.6
2039,41161,17.8,29.8,17.5,21.2
2039,41162,14.7,25.1,12.1,18.7
2039,41163,13.8,23.7,12.5,17.7
2039,41164,12.6,24.1,11.6,17
2039,41165,13.7,25.8,9.8,17.7
2039,41166,13.9,26.1,11,17.9
2039,41167,17.4,25.2,11.7,18.7
2039,41168,12.8,23.9,12.8,18.5
2039,41169,11.8,21.7,11.8,16.7
2039,41170,18.9,20.2,10.8,16.2
2039,41171,16.8,23.4,16.8,20.1
2039,41172,11.7,20.7,11.1,16
2039,41173,13.5,22.6,9.3,15.6
2039,41174,18.6,26.1,11.5,18.8
2039,41175,18.3,27.3,15.8,21.2
2039,41176,12.2,20.4,10.7,15
2039,41177,11.4,19.9,9.6,14.2
2039,41178,14.8,22.7,6.4,15.4
2039,41179,19.1,27.8,13.1,20.4
2039,41180,18.1,28,15.4,21.6
2039,41181,14.4,24.7,14.2,18.9
2039,41182,13.5,20.6,13,15.8
2039,41182,-99.9,-99.9,-99.9,-99.9
2039,41183,11.2,21.7,9.6,15.5
2039,41184,14.3,18.3,9.7,14.1
2039,41185,18.8,19.2,14.1,17
2039,41186,20.8,27.1,18.6,21.7
2039,41187,15.3,26.3,15.3,21.3
2039,41188,15.3,25.6,14,19.4
2039,41189,9,25.6,8.8,16.9
2039,41190,6.4,10.6,5.1,9
2039,41191,6.2,10,5.1,7.3
2039,41192,9.9,15,6,10.6
2039,41193,10.6,20.6,7.8,14.1
2039,41194,7.4,17,3.7,10.5
2039,41195,7.8,20.1,4.7,11.4
2039,41196,8.6,15.2,3,9.3
2039,41197,17.2,22.3,6.8,15.2
2039,41198,11.5,21.6,11.5,17.2
2039,41199,7.8,18.9,6.6,12.4
2039,41200,11.8,19.7,5.6,12.3
2039,41201,16,20.5,6.8,13.9
2039,41202,11.4,21.9,11.4,16.5
2039,41203,8,18.4,6.5,12.7
2039,41204,7.6,18.5,3.7,10.8
2039,41205,9.8,21.7,5.6,12.9
2039,41206,15.4,27.1,8.7,17.1
2039,41207,15,27.6,11.2,18.5
2039,41208,16.3,23.3,11.5,16.6
2039,41209,15.7,20.1,15.2,16.9
2039,41210,14.2,19.2,14.2,16.2
2039,41211,10.7,15.2,10.4,13.2
2039,41212,6.9,10.9,6.4,8.2
2039,41213,4,7.1,3.3,4.8
2039,41214,5,11.4,3.4,6.7
2039,41215,2.7,10.8,2.7,7.4
2039,41216,5.1,12.1,-0.2,6.6
2039,41217,5.6,10.1,4.4,6.7
2039,41218,3.4,11.1,3.4,6.7
2039,41219,2.2,10.4,-1.6,4.4
2039,41220,3.3,6.6,-0.8,3.2
2039,41221,3.4,6.8,2.4,4.4
2039,41222,4.6,14.1,1.6,7.4
2039,41223,3.1,15.5,1.2,7.9
2039,41224,6.6,18.3,1,9.2
2039,41225,13.2,22,2.3,12.2
2039,41226,16.7,20.2,8.4,14.5
2039,41227,1.2,17.2,1.2,7.4
2039,41228,1,6.4,0.2,2.8
2039,41229,4.3,8.8,0.1,4.4
2039,41230,4.3,11.4,2.5,6.3
2039,41231,6.2,12.1,2.8,6.6
2039,41232,7.8,11.2,4.5,7.7
2039,41233,4.4,11.4,4.4,8
2039,41234,4.4,11.1,3,6.6
2039,41235,6.3,13.1,1.7,6.8
2039,41236,2.6,14.7,0.9,7.2
2039,41237,9.2,17.5,-2,8.7
2039,41238,0.1,9.2,0,3.4
2039,41239,1.6,6.7,-3.4,1.6
2039,41240,6.5,15.5,0.7,7.4
2039,41241,3.5,6.6,2.8,4.5
2039,41242,3.6,9.9,-0.6,4.4
2039,41243,0.8,9.5,-4,3.4
2039,41244,2,10.1,-3.2,3
2039,41245,2.2,12.5,-0.3,5.1
2039,41246,12.4,16.1,0,8.6
2039,41247,11.4,21.4,9.2,14.8
2039,41248,16.5,21.4,7.9,14.6
2039,41249,3.6,16.5,3.6,12.4
2039,41250,3.2,6.9,-2.2,2
2039,41251,7.7,10.1,2.1,6
2039,41252,10.6,17.1,7.4,11.2
2039,41253,9.4,12.1,9.4,10.6
2039,41254,15.2,16.9,9.4,13
2039,41255,4.2,15.2,4.2,7.5
2039,41256,2.1,6.4,2.1,3.9
2039,41257,0.3,8.3,-0.4,3.4
2039,41258,2.4,12.8,-4.9,3.1
2039,41259,5.3,10.7,0.5,5.6
2039,41260,7.4,8.2,4.5,6.3
2039,41261,9.5,9.5,6,7.6
2039,41262,2.8,14.5,2.8,10.1
2039,41263,5.2,15.2,-0.9,6.8
2039,41264,6,8,0.8,4.9
2039,41265,3.1,8.6,1,4.6
2039,41266,-0.6,8.1,-1.4,3.8
2039,41267,0.1,8.1,-2.4,3.1
2039,41268,1,2.6,-2.1,0.5
2039,41269,3.8,7.4,-1.2,2.8
2039,41270,1,4,-0.7,0.9
2039,41271,-0.2,6.4,-0.2,3.3
