Site Id,Date,TOBS.I-1_C ,TMAX.D-1_C ,TMIN.D-1_C ,TAVG.D-1_C 
2039,41395,12.2,16.6,11.9,13.5
2039,41396,12,21.1,11.4,15.4
2039,41397,10,19.6,8.1,13.1
2039,41398,7.4,19.5,6.5,12.5
2039,41399,9,18,6,11.7
2039,41400,11.4,16.5,5.5,11.2
2039,41401,14.6,15.4,9.6,12.4
2039,41402,12.4,18.1,12.1,14.5
2039,41403,8.6,17,8.6,13.4
2039,41404,14.4,24.8,7.7,15.5
2039,41405,17,27.9,12.2,20.9
2039,41406,17.4,25.3,16.1,19.9
2039,41407,7.7,18.5,7.5,15.2
2039,41408,7.1,15.3,4.7,10.4
2039,41409,13.7,19.7,3.5,12.5
2039,41410,24.6,29.7,10,20.8
2039,41411,18.5,29.8,18.5,23.5
2039,41412,16.8,27.3,15.8,21.8
2039,41413,15.8,17.1,14.8,16
2039,41414,17.6,21.3,14.6,17.4
2039,41415,19.4,26.9,17.5,20.9
2039,41416,21.6,27.9,18.5,22.5
2039,41417,18.8,29.4,18.8,23.8
2039,41418,16.4,25.3,16.4,20.7
2039,41419,8.2,17.7,8.2,14.2
2039,41420,10.5,19.2,4.2,11.9
2039,41421,11.7,23.1,6.4,14.9
2039,41422,13.3,19.8,7.9,14.7
2039,41423,20.5,28.8,11.6,20.3
2039,41424,22.4,30.5,18.5,24.6
2039,41425,21.4,31.1,17.6,24.9
2039,41426,21,30.4,16.2,24.2
2039,41427,23.4,31.1,18.6,25.2
2039,41428,20.2,27,20.2,23.1
2039,41429,18.9,26.9,18.9,22.3
2039,41430,14.8,23.7,14,18.9
2039,41431,16.4,25.4,14,20.2
2039,41432,17.4,19.5,14.6,17.3
2039,41433,17.8,20.2,17.4,18.8
2039,41434,17.9,27,17.2,21.3
2039,41435,20.6,26.7,16.6,20.8
2039,41436,19.4,27.1,19.2,21.8
2039,41437,18.8,27.9,18.4,23.2
2039,41438,22.7,31.9,18.2,25.5
2039,41439,18.9,29.3,18.9,23.5
2039,41440,17.3,25.4,17.2,20.5
2039,41441,18,27.9,14.7,21.8
2039,41442,22.8,28.7,16.3,23.1
2039,41443,19.9,30.4,19.9,23.8
2039,41444,18.4,23.4,17.8,20.4
2039,41445,17.9,23.4,16.4,19.9
2039,41446,18.8,25.3,17,20.8
2039,41447,17.9,27.5,13.9,21.2
2039,41448,20.9,29.3,15.4,22.5
2039,41449,23.2,29.5,19.4,24.2
2039,41450,21.5,31,20.8,24.6
2039,41451,23.1,32.1,19.9,26.4
2039,41452,20.2,31.4,20,23.4
2039,41453,22.6,28.3,19.5,22.8
2039,41454,20.3,32,20.3,25.7
2039,41455,22.6,29.7,17.6,24.8
2039,41456,21.2,28.1,20.2,23.1
2039,41457,23.3,27.7,20.3,23.1
2039,41458,21.8,24.9,21.2,22.7
2039,41459,22.2,27.7,20.4,23.3
2039,41460,22.8,30.2,21.9,25.5
2039,41461,22.8,29.9,21.1,25.1
2039,41462,24.5,30.4,21.9,26.1
2039,41463,21.6,30.3,21.2,24.9
2039,41464,21.4,29.4,20.1,23.8
2039,41465,24.4,29.4,20.5,25.4
2039,41466,22.2,31.1,21.8,24.4
2039,41467,22.4,28.1,21.7,24.4
2039,41468,20,22.8,18.3,20.2
2039,41469,22.2,27.5,17.6,23.1
2039,41470,23.5,30.5,21.2,25.2
2039,41471,24.8,32.9,21.7,27.3
2039,41472,25.9,33.1,23.6,28.3
2039,41473,25.3,33.3,23.8,28
2039,41474,25.6,33.7,24,28.4
2039,41475,25.7,33.4,23.1,28.1
2039,41476,22.6,32.7,22.6,26.7
2039,41477,21.5,31.1,20.6,24.5
2039,41478,23.4,29.5,20.9,24.7
2039,41479,24.2,31.2,22.2,26.2
2039,41480,21.4,27.7,20.9,24.5
2039,41481,17.2,25.1,17.2,21
2039,41482,18.6,27.5,14.4,21.4
2039,41483,20.4,26.2,17.4,21.6
2039,41484,20.3,28.2,19.8,22.3
2039,41485,19.8,26.5,16.4,21.4
2039,41486,18.7,26.7,14.8,21.2
2039,41487,19.7,26.7,17.1,21.3
2039,41488,21.1,27.9,19.2,21.6
2039,41489,19.9,28.7,18.6,23.8
2039,41490,19.4,27.5,18,22.4
2039,41491,17.4,26.7,16.2,21.5
2039,41492,19.8,25.4,14.8,20.3
2039,41493,19.9,24.2,17.8,20.5
2039,41494,21.9,27.7,19.9,23.5
2039,41495,23.1,28.6,20.9,24.1
2039,41496,25.2,32.3,22.4,26.7
2039,41497,21.9,26.6,20.3,23.6
2039,41498,22,26.8,19.8,23.4
2039,41499,23.1,30.7,20.4,25
2039,41500,21.8,29.5,21.4,24.1
2039,41501,14.6,23.1,14.2,19
2039,41502,13.8,23.7,12.6,17.7
2039,41503,14.4,23.9,12.8,18.3
2039,41504,18.5,23.4,14,18.9
2039,41505,16,18.5,15,16.8
2039,41506,19.2,22.2,15,18.7
2039,41507,20.6,28.4,16.9,22.6
2039,41508,20.6,29.3,19.1,23.6
2039,41509,22.7,29.6,19,23.9
2039,41510,16.2,22.7,16.2,19.7
2039,41511,16.3,26.3,14.5,19.9
2039,41512,17.4,26.4,14.7,20
2039,41513,18.4,28.2,14.8,21.8
2039,41514,23.5,30.9,17.9,23.6
2039,41515,21.9,25.4,21.8,23
2039,41516,19.5,27.5,19.5,23.4
2039,41517,21.3,28.1,18.8,23
2039,41518,20.2,30.1,19.8,23.3
2039,41519,22.2,30.3,19,23.7
2039,41520,22.2,30.6,19.9,25.3
2039,41521,19.8,29.1,19.8,24
2039,41522,17.1,26.1,14.2,20.1
2039,41523,19.2,29.1,15.4,22
2039,41524,13.6,23.8,13.6,18.1
2039,41525,16.6,25.7,12.3,19
2039,41526,22.6,30.3,16,23.4
2039,41527,19.8,24.5,17.8,20.8
2039,41528,23.4,31.7,18.9,24.9
2039,41529,22.8,32.3,20.6,26.1
2039,41530,21.4,31,18.9,23
2039,41531,14.4,24.6,14.2,20.4
2039,41532,10.8,20.3,10.5,14.5
2039,41533,14.7,23.5,9.4,16.5
2039,41534,14.4,22,12.6,16.6
2039,41535,8.6,19.4,8.3,14.2
2039,41536,10.8,20.5,6.8,13.4
2039,41537,13.6,22.8,8.9,15.9
2039,41538,17.5,24.1,11.2,18
2039,41539,15.4,19.8,15.4,17.8
2039,41540,12,22,12,16.8
2039,41541,10,18.8,9.4,13.7
2039,41542,13.2,21.9,9.2,14.9
2039,41543,15.6,22.3,9.9,15.7
2039,41544,13,23.7,13,17.1
2039,41545,13.7,22.6,10.1,15.8
2039,41546,14.3,18.7,11.8,15.4
2039,41547,12.1,22.1,11,15.8
2039,41547,-99.9,-99.9,-99.9,-99.9
2039,41548,13.6,23.5,9.2,16.2
2039,41549,17.7,27.2,12.9,19.4
2039,41550,16.7,27.9,15,21
2039,41551,17.8,27.3,15.4,20.4
2039,41552,18.7,30,14.8,22
2039,41553,19.3,30.1,17.8,23.2
2039,41554,20.8,29.5,16.8,22.7
2039,41555,13.2,22.6,13,19
2039,41556,12.4,18.4,9.5,13.7
2039,41557,10.9,14.7,10.8,12.3
2039,41558,13.3,14.2,10.6,12.4
2039,41559,15.4,16.2,13,14.7
2039,41560,14.6,16.6,14.4,15.9
2039,41561,14.1,15.6,13.8,14.6
2039,41562,11.8,19.5,11.1,14.8
2039,41563,14.6,20.6,9.7,14.9
2039,41564,15.6,20.8,14.4,17
2039,41565,16.2,22.2,14.8,18.2
2039,41566,7.6,19,7.6,13.4
2039,41567,12.4,15.6,7.4,11.7
2039,41568,5.4,17.5,4.8,10.6
2039,41569,10.6,18.6,2.2,10.8
2039,41570,9,20.2,7.7,13.6
2039,41571,6.4,13.9,5.5,8.7
2039,41572,2.7,10.7,1.2,6.5
2039,41573,0.7,11.2,0,5.9
2039,41574,8.4,12.6,-2.8,6
2039,41575,5,16.4,1.8,9.1
2039,41576,7.6,17.4,4,9.5
2039,41577,10.1,18,5.3,11.2
2039,41578,11.3,20.8,9,13.7
2039,41579,18.4,20.2,11,15.8
2039,41580,15.3,24.5,14.4,19.7
2039,41581,9.6,19.9,8.4,13.9
2039,41582,5.2,14.4,2.5,8.7
2039,41583,1.8,7.5,-0.2,3.6
2039,41584,10,11.4,0.5,6.6
2039,41585,11,18.8,9.1,13.1
2039,41586,6.4,16.9,6.4,11.7
2039,41587,0.5,11,-0.6,5.9
2039,41588,5.8,12.9,-3.1,5.4
2039,41589,2.6,19,2.6,9.8
2039,41590,8.9,14.7,-1.1,7.6
2039,41591,-1.2,9,-1.6,4.4
2039,41592,-3.5,6.3,-4.6,0.6
2039,41593,5.4,15.7,-6.4,4.6
2039,41594,8.6,15.3,-0.6,8
2039,41595,10.2,11.3,4.6,8.7
2039,41596,15.4,15.4,10.2,12.5
2039,41597,9.3,19.3,8.8,15.7
2039,41598,2,9.4,2,6
2039,41599,2.4,7.5,0.8,3.3
2039,41600,5.7,8.8,0.7,5.1
2039,41601,14.4,17.8,5.7,13.2
2039,41602,1,15,1,8.6
2039,41603,-7.8,1,-8,-3.3
2039,41604,0.8,1.8,-9.8,-3.2
2039,41605,3.6,3.6,-0.2,0.8
2039,41606,-1.6,4.7,-1.6,2.7
2039,41607,-2.8,4,-5.6,-1
2039,41608,-2.2,6.2,-5.6,-0.1
2039,41609,-3.8,3.7,-5.4,-1.3
2039,41610,3.9,9.8,-6.6,1.5
2039,41611,4.1,6.8,3.1,4.9
2039,41612,4.6,13.2,2.1,6.4
2039,41613,12,15.1,4.1,10.2
2039,41614,18,18,11.9,15
2039,41615,3.7,18.6,3.7,10.8
2039,41616,-1,5.7,-1,2.8
2039,41617,-0.8,-0.8,-3.3,-1.9
2039,41618,0.4,2,-0.8,0.5
2039,41619,-2.4,2.7,-3.4,0.1
2039,41620,-2.5,5.9,-5.4,0.2
2039,41621,-3.8,2.9,-3.8,-0.9
2039,41622,0.4,8.4,-4.6,1.7
2039,41623,1.7,2.4,-0.8,0.8
2039,41624,-1.2,9.1,-1.2,4.2
2039,41625,-0.8,5.6,-1.5,1.9
2039,41626,1.3,7.8,-3.4,1.2
2039,41627,0.9,5.9,-2.4,2
2039,41628,9.4,16.7,-1.9,7.3
2039,41629,12.3,15.9,5.6,10.6
2039,41630,18.6,20.2,10.4,15.4
2039,41631,16.4,21.6,15.9,18.2
2039,41632,2.8,17,2.8,12.9
2039,41633,-5.5,5.1,-5.5,0.5
2039,41634,-4.4,0.5,-9.3,-4.3
2039,41635,3.5,9.5,-6.3,0.5
2039,41636,-1,10.4,-1,3.8
2039,41637,7.6,14.1,-3.9,5.4
2039,41638,5,11.6,3.9,6.9
2039,41639,0.4,8.4,0.1,4.3
