Site Id,Date,TOBS.I-1_C ,TMAX.D-1_C ,TMIN.D-1_C ,TAVG.D-1_C 
2039,41275,4.6,5.6,-5.8,0.5
2039,41276,2.9,7.5,2.9,5.1
2039,41277,-0.8,3.7,-1.5,1.6
2039,41278,-3.9,4.1,-3.9,-0.1
2039,41279,0.5,7.2,-6,1.4
2039,41280,-99.9,9.1,-2.2,3.7
2039,41281,4.5,10.6,-2,5.2
2039,41282,-1.4,7.2,-1.8,3.8
2039,41283,-0.6,10.6,-3,2.7
2039,41284,12.1,14.6,-2,7.2
2039,41285,5.9,14.1,2.2,8.7
2039,41286,5.3,5.9,2.2,4.7
2039,41287,7,8.8,4.1,6.1
2039,41288,14.8,16.9,7,11.4
2039,41289,3.6,16.2,3.6,12
2039,41290,1.8,3.6,1.8,2.9
2039,41291,4.8,5.4,1.2,3.2
2039,41292,2,5.7,0.6,3.5
2039,41293,-2.1,5,-2.1,1.5
2039,41294,4.3,10.8,-2.8,3.3
2039,41295,2.8,15.3,2.1,7.5
2039,41296,0,10.9,-2.1,3.7
2039,41297,-10.1,0,-10.1,-5.4
2039,41298,-6.4,-1.3,-12.8,-6.6
2039,41299,-99.9,-2.9,-11,-6.6
2039,41300,-5.6,-5.3,-12,-8
2039,41301,-2.5,2.2,-5.9,-2.1
2039,41302,-1.3,3.6,-4.7,-1.3
2039,41303,7.6,9.8,-1.3,3.6
2039,41304,13.1,22.5,4.6,13.5
2039,41305,17.1,21.2,12.2,16.7
2039,41306,-1.8,17.1,-1.8,5.7
2039,41307,-7.3,-0.2,-7.3,-3.1
2039,41308,-4.4,0.2,-10.2,-5.1
2039,41309,-0.6,3.5,-6,-1.4
2039,41310,1.2,1.8,-6.2,-1
2039,41311,-0.6,12.3,-0.8,4.8
2039,41312,-0.3,10.9,-2.2,3.9
2039,41313,2.2,4,-1.9,1.4
2039,41314,1.6,8.2,-0.2,3
2039,41315,-3.4,7.6,-3.4,2.4
2039,41316,3.1,6.6,-6.2,1
2039,41317,11.1,13,1.2,7.3
2039,41318,6.8,14.5,6.4,10
2039,41319,0.6,7,0.1,3.3
2039,41320,3,10.1,-3.4,3.2
2039,41321,2,15,-2.2,6.1
2039,41322,-2.1,3.6,-2.1,1.5
2039,41323,-6.2,-1.4,-6.2,-3.3
2039,41324,2.9,7.8,-9.3,0.2
2039,41325,4.2,6.9,0.4,3.4
2039,41326,-5,6.5,-5,2
2039,41327,-0.7,5.9,-6.5,-0.8
2039,41328,0.4,1.6,-1.2,0.1
2039,41329,4.5,9.5,-0.2,3.1
2039,41330,0.2,13,0.2,6
2039,41331,-1,6.9,-3.3,1.3
2039,41332,4.8,5,-2.8,1.5
2039,41333,7.4,12.7,4.2,8
2039,41334,4,7.4,3.6,5.5
2039,41335,1.8,5.2,1.8,3.7
2039,41336,-0.6,2.4,-3.6,0.4
2039,41337,-2.6,5.4,-3.1,0.4
2039,41338,-1.4,8.6,-5.6,1
2039,41339,-0.1,9.7,-2,3.4
2039,41340,3.4,4.6,-0.4,1.4
2039,41341,2.6,7.1,1.2,4.5
2039,41342,3.4,7.8,0.6,4.2
2039,41343,3.4,14.1,-1.6,6.2
2039,41344,8.1,17.1,0.2,9.2
2039,41345,14.2,16.2,3.3,10.4
2039,41346,2.9,17.1,2.5,12
2039,41347,0.2,9.4,-1.4,4.1
2039,41348,1.6,8.6,-1,3.4
2039,41349,6.6,14.2,-2.2,6.6
2039,41350,3.9,17.4,3.9,9
2039,41351,-0.4,3.9,-0.5,1.7
2039,41352,0,0.3,-0.6,-0.2
2039,41353,6.6,15.1,-0.6,5.9
2039,41354,3.6,10.8,1.8,6.7
2039,41355,-3.3,3.6,-3.7,0.1
2039,41356,-0.6,9.8,-4.4,2.4
2039,41357,4.6,12.3,-3.2,4.8
2039,41358,-0.4,4.6,-0.6,1.5
2039,41359,2.8,3.1,-0.7,1
2039,41360,2.4,7.4,0,4.1
2039,41361,2.2,9.1,1.9,5
2039,41362,3.9,9.6,-0.6,5.3
2039,41363,5.2,13.3,1.4,7.2
2039,41364,6.3,15.9,3.2,9.6
2039,41365,6.6,10.8,4.2,7.3
2039,41366,4,17.3,3.7,10.6
2039,41367,3,10.5,0.2,5.7
2039,41368,0.8,12,-1.8,5.3
2039,41369,1.5,8.1,-3.2,2.5
2039,41370,8.6,18.1,1.5,9.5
2039,41371,6.6,13.7,3.1,8.5
2039,41372,15.6,21.6,2.4,12.7
2039,41373,20.2,26,9.9,19.1
2039,41374,21.1,28.9,13.2,22.7
2039,41375,23.8,31.6,16.2,24.6
2039,41376,20.5,29.1,16.1,23.2
2039,41377,15.9,26.4,15.9,21
2039,41378,13.8,21.7,8.4,15.7
2039,41379,14.6,21.5,7.3,15.7
2039,41380,12.8,15.8,9.9,13.2
2039,41381,17.9,21.9,12.3,16.9
2039,41382,17.2,27.3,15.5,20.7
2039,41383,19.4,25.9,14.6,19.3
2039,41384,13.9,24.4,13.9,19.4
2039,41385,7.6,15.8,7.4,11.5
2039,41386,4.4,12.2,4,7.5
2039,41387,8.7,13.5,1.8,8.1
2039,41388,7.2,16.2,7.2,10.2
2039,41389,15.6,24.4,6.4,16.2
2039,41390,9.3,18.7,7.1,12.8
2039,41391,11.2,19.3,4,12.6
2039,41392,10.7,21.3,8.2,14.9
2039,41393,11.2,14.9,7.8,12
2039,41394,12.3,16.6,10.8,12.9
