Site Id,Date,TOBS.I-1_C ,TMAX.D-1_C ,TMIN.D-1_C ,TAVG.D-1_C 
2039,40730,22.4,31.2,20.4,25
2039,40731,22,27.9,21.2,24
2039,40732,22.5,31.9,21.2,26
2039,40733,20.9,29.7,20.4,23.6
2039,40734,21.9,30,19.4,24.5
2039,40735,21.9,31,19.4,25.5
2039,40736,24.6,33.9,19.9,26.7
2039,40737,26.5,35.2,23,29.3
2039,40738,20.4,32.2,20.4,25.7
2039,40739,16.8,26.5,16.8,21.8
2039,40740,17.8,26.5,14.3,20.9
2039,40741,18.8,27.9,14.6,22
2039,40742,21.4,29.6,17.7,23.9
2039,40743,23.5,32.1,18.4,25.6
2039,40744,24.6,32.2,22.2,27.4
2039,40745,26.4,34,22.2,28
2039,40746,27.2,35.6,23.5,29.5
2039,40747,27.8,37.9,24.2,31.1
2039,40748,25.9,36.1,24.5,29.2
2039,40749,23.4,32.7,23.3,27.3
2039,40750,22.3,33.7,21.6,26
2039,40751,24.9,32.7,21.9,27.4
2039,40752,23.6,32.4,21.7,26.9
2039,40753,24.1,35.8,20.5,27.8
2039,40754,26.7,36.5,22.1,29.8
2039,40755,24.3,33.3,23.4,28.4
2039,40756,22.5,32.7,22.5,27.4
2039,40757,21.4,35.2,19.9,26.6
2039,40758,25.6,33.7,20.3,27.4
2039,40759,23.2,30.4,23.2,25.6
2039,40760,23.4,31.1,22.2,26.1
2039,40761,22.2,28.6,22.2,24.5
2039,40762,23.9,30.1,21.3,24.9
2039,40763,23.8,33,22.4,25.6
2039,40764,23.8,34.1,22.1,27.5
2039,40765,25.7,32.2,21.4,26.4
2039,40766,22.7,32.1,20.5,26.2
2039,40767,22.9,29.1,18.5,23.9
2039,40768,20.7,28.5,18,23.4
2039,40769,21.8,27.3,19.2,22.7
2039,40770,17.9,29.3,17.6,22.5
2039,40771,19.5,26.1,17,21.2
2039,40772,21.6,29.3,17.9,23.4
2039,40773,21.3,29.3,18.4,23.8
2039,40774,21.3,30.1,19.3,24.4
2039,40775,19.8,25.3,17.8,21.5
2039,40776,23.6,30,17.2,23.8
2039,40777,22.4,29.3,20.9,24
2039,40778,18.7,27.2,18.7,23.6
2039,40779,17.1,26.5,13.1,19.7
2039,40780,21.5,28.9,14,22
2039,40781,21.1,31.1,20.2,23.1
2039,40782,23.8,28.6,19.4,24
2039,40783,20.9,24.8,20.8,22.6
2039,40784,21.1,28.8,20,24.2
2039,40785,18.2,24.9,17.8,20.6
2039,40786,17.6,26.3,14.3,20.4
2039,40787,19.7,26.1,14.4,20.8
2039,40788,20.4,26.7,16.6,21.6
2039,40789,20.8,24.7,17.2,20.9
2039,40790,21.9,25.3,19.1,21.8
2039,40791,23.2,29.3,20.2,24.7
2039,40792,15.7,25.1,15.7,22
2039,40793,15.6,16.4,15.5,15.7
2039,40794,19.5,20.9,15.3,18.3
2039,40795,20.9,23.9,18.8,20.8
2039,40796,20.2,27.6,20.2,23
2039,40797,18.9,27.3,18.8,22.6
2039,40798,19.8,27.7,17.5,22.1
2039,40799,16.8,26.9,15,20.3
2039,40800,18.5,28,14.8,21.5
2039,40801,18.8,29.8,15.2,22.8
2039,40802,10.7,24.3,10.7,17.8
2039,40803,11.8,17.1,7.9,12.4
2039,40804,12,16.7,11.4,13.6
2039,40805,14.5,19,10.8,14.7
2039,40806,16.8,19.9,13.8,16.8
2039,40807,17.4,22.7,16.2,18.3
2039,40808,20,23.7,16,19.6
2039,40809,19.4,24.8,19.2,21.5
2039,40810,17.8,20.9,17.8,19.6
2039,40811,20.2,23.2,17.5,19.9
2039,40812,18.9,21.6,18.7,20.2
2039,40813,21.3,25.8,18.9,21.6
2039,40814,18.8,27.3,18.8,22.4
2039,40815,18.2,25.3,17.9,20.5
2039,40816,14.2,24.2,13.8,18.8
2039,40816,-99.9,-99.9,-99.9,-99.9
2039,40817,13.3,22.5,12.5,16.6
2039,40818,7.7,15.1,7.6,11.6
2039,40819,7.9,12.1,7.2,9
2039,40820,10.1,10.6,5.8,8.6
2039,40821,11.9,19.2,8.3,14.4
2039,40822,13.8,23.5,10.1,16.5
2039,40823,10.2,20.6,10,14.6
2039,40824,11.7,22.4,7.6,14.7
2039,40825,11.2,22.3,8.4,14.9
2039,40826,14.3,24.8,8.7,16.1
2039,40827,16.7,25.6,12.4,18.5
2039,40828,17.1,20.8,16.1,18.2
2039,40829,17.9,18,16.4,17.4
2039,40830,16.4,20.5,16.4,18
2039,40831,12.2,20.9,9.2,16.4
2039,40832,9,20.2,9,14.9
2039,40833,18.5,21.9,7.5,15.5
2039,40834,12.4,23.6,12.2,17.4
2039,40835,16.9,23.3,11.8,17.2
2039,40836,17,17.4,14.4,15.9
2039,40837,6.8,17,6.8,11.5
2039,40838,7.6,15.1,4.5,9.9
2039,40839,6.2,15.1,4.4,9.1
2039,40840,8.9,17.6,3.5,10.3
2039,40841,10.1,20.1,5.2,12.2
2039,40842,10.2,19.9,6.9,13.2
2039,40843,16.7,21.9,8.7,15.4
2039,40844,8.5,22.6,8.5,16.7
2039,40845,0.7,8.5,0.6,5.1
2039,40846,-0.2,5.6,-0.8,2.3
2039,40847,1.5,12.5,-2,4.3
2039,40848,7.4,12.3,-0.8,5.8
2039,40849,5,14.7,3.1,8.3
2039,40850,7.5,16.9,1.6,9
2039,40851,9.9,17.7,3.7,9.8
2039,40852,5.8,13.9,5.8,9.7
2039,40853,1.1,10.1,1.1,5.1
2039,40854,4.4,14.7,-0.8,6.3
2039,40855,5.9,19.2,1.6,9.7
2039,40856,5.2,20.1,2.3,10.8
2039,40857,10.7,18.4,2,10.5
2039,40858,4.7,12.2,4.6,8.7
2039,40859,0.1,9,-0.4,5
2039,40860,9.4,17.3,-3.3,7.6
2039,40861,11.4,16.9,6.6,11.6
2039,40862,17.9,22.1,10.9,16.2
2039,40863,13.2,17.9,12.2,15.3
2039,40864,10.4,15.2,10,12.8
2039,40865,0.4,10.6,0.4,6.5
2039,40866,-0.2,8.5,-4,2.2
2039,40867,10.6,11.6,-1.8,5.2
2039,40868,16.9,19.9,8.5,15
2039,40869,10.1,17.9,10.1,14.8
2039,40870,11.6,11.6,8.7,9.7
2039,40871,8,19.8,8,13
2039,40872,4.2,16.7,0.4,8.1
2039,40873,7.5,21.4,0.6,9.7
2039,40874,10.4,19.4,1.5,10.1
2039,40875,15.5,20.8,7.6,14.1
2039,40876,16.2,20.8,11.4,16
2039,40877,5.4,16.2,5.4,11.5
2039,40878,-0.6,9,-0.6,4.8
2039,40879,1,12.1,-2.4,3.7
2039,40880,5.2,15.1,-3.6,5.3
2039,40881,2.1,9.4,-0.1,4.4
2039,40882,5.3,12.9,-1.7,5.6
2039,40883,12.4,14.6,2.8,9.2
2039,40884,15.8,16.4,12.4,14.8
2039,40885,4.4,16,4,11.4
2039,40886,-0.5,8,-0.5,3.6
2039,40887,4.1,10,-3,2.8
2039,40888,-1.1,8.4,-1.1,3.8
2039,40889,-2.8,4.9,-4.8,-0.7
2039,40890,-2.4,7,-4.8,0.2
2039,40891,4.4,12.1,-3.6,3.5
2039,40892,5.4,10.8,3.3,6.7
2039,40893,15.4,17.5,5.1,11.7
2039,40894,3.5,17.3,3.3,9.3
2039,40895,-2,4.6,-2.5,1.4
2039,40896,0.2,5.9,-2.7,0.6
2039,40897,8.5,12.4,-3.7,4.8
2039,40898,9.4,13.8,5.8,9.5
2039,40899,15.4,16,9.1,12.7
2039,40900,9.6,15.4,6.4,11.4
2039,40901,5.4,12.7,4.8,9
2039,40902,1.3,8.5,0.2,4.9
2039,40903,8.2,10.2,-2.4,4.1
2039,40904,4.2,9.6,2,5.9
2039,40905,6.8,8.3,2.6,4.2
2039,40906,3,8.1,-0.1,5.4
2039,40907,0.2,6.8,-3.2,2.1
2039,40908,10.6,14.3,-1.8,6.6
