"","domainID","siteID","plotID","plotType","subtype","plotSize"
"1","D02","SCBI","SCBI_045","tower","basePlot",1600
"2","D02","SCBI","SCBI_046","tower","basePlot",1600
"3","D02","SCBI","SCBI_047","tower","basePlot",1600
"4","D02","SCBI","SCBI_048","tower","basePlot",1600
"5","D02","SCBI","SCBI_049","tower","basePlot",1600
"6","D02","SCBI","SCBI_050","tower","basePlot",1600
"7","D02","SCBI","SCBI_051","tower","basePlot",1600
"8","D02","SCBI","SCBI_052","tower","basePlot",1600
"9","D02","SCBI","SCBI_053","tower","basePlot",1600
"10","D02","SCBI","SCBI_054","tower","basePlot",1600
"11","D02","SCBI","SCBI_055","tower","basePlot",1600
"12","D02","SCBI","SCBI_056","tower","basePlot",1600
"13","D02","SCBI","SCBI_057","tower","basePlot",1600
"14","D02","SCBI","SCBI_058","tower","basePlot",1600
"15","D02","SCBI","SCBI_059","tower","phenology",40000
"16","D02","SCBI","SCBI_060","tower","phenology",40000
"17","D02","SCBI","SCBI_061","tower","basePlot",1600
"18","D02","SCBI","SCBI_062","tower","basePlot",1600
"19","D02","SCBI","SCBI_063","tower","basePlot",1600
"20","D02","SCBI","SCBI_064","tower","basePlot",1600
"21","D02","SCBI","SCBI_066","tower","basePlot",1600
"22","D02","SCBI","SCBI_067","tower","basePlot",1600
