"","domainID","siteID","plotID","plotType","subtype","plotSize"
"1","D08","TALL","TALL_001","distributed","basePlot",1600
"2","D08","TALL","TALL_001","distributed","tickPlot",1600
"3","D08","TALL","TALL_002","distributed","basePlot",1600
"4","D08","TALL","TALL_002","distributed","birdGrid",250000
"5","D08","TALL","TALL_002","distributed","tickPlot",1600
"6","D08","TALL","TALL_003","distributed","basePlot",1600
"7","D08","TALL","TALL_003","distributed","tickPlot",1600
"8","D08","TALL","TALL_004","distributed","basePlot",1600
"9","D08","TALL","TALL_004","distributed","birdGrid",250000
"10","D08","TALL","TALL_005","distributed","basePlot",1600
"11","D08","TALL","TALL_005","distributed","mammalGrid",8100
"12","D08","TALL","TALL_006","distributed","basePlot",1600
"13","D08","TALL","TALL_006","distributed","birdGrid",250000
"14","D08","TALL","TALL_006","distributed","mammalGrid",8100
"15","D08","TALL","TALL_006","distributed","tickPlot",1600
"16","D08","TALL","TALL_007","distributed","basePlot",1600
"17","D08","TALL","TALL_008","distributed","basePlot",1600
"18","D08","TALL","TALL_008","distributed","tickPlot",1600
"19","D08","TALL","TALL_009","distributed","basePlot",1600
"20","D08","TALL","TALL_009","distributed","birdGrid",250000
"21","D08","TALL","TALL_010","distributed","basePlot",1600
"22","D08","TALL","TALL_010","distributed","birdGrid",250000
"23","D08","TALL","TALL_010","distributed","mammalGrid",8100
"24","D08","TALL","TALL_011","distributed","basePlot",1600
"25","D08","TALL","TALL_011","distributed","birdGrid",250000
"26","D08","TALL","TALL_012","distributed","basePlot",1600
"27","D08","TALL","TALL_012","distributed","birdGrid",250000
"28","D08","TALL","TALL_012","distributed","mammalGrid",8100
"29","D08","TALL","TALL_013","distributed","basePlot",1600
"30","D08","TALL","TALL_013","distributed","birdGrid",250000
"31","D08","TALL","TALL_013","distributed","mammalGrid",8100
"32","D08","TALL","TALL_015","distributed","basePlot",1600
"33","D08","TALL","TALL_015","distributed","birdGrid",250000
"34","D08","TALL","TALL_015","distributed","mammalGrid",8100
"35","D08","TALL","TALL_016","distributed","basePlot",1600
"36","D08","TALL","TALL_016","distributed","tickPlot",1600
"37","D08","TALL","TALL_017","distributed","basePlot",1600
"38","D08","TALL","TALL_017","distributed","birdGrid",250000
"39","D08","TALL","TALL_018","distributed","basePlot",1600
"40","D08","TALL","TALL_018","distributed","birdGrid",250000
"41","D08","TALL","TALL_019","distributed","basePlot",1600
"42","D08","TALL","TALL_019","distributed","birdGrid",250000
"43","D08","TALL","TALL_020","distributed","basePlot",1600
"44","D08","TALL","TALL_021","distributed","basePlot",1600
"45","D08","TALL","TALL_022","distributed","basePlot",1600
"46","D08","TALL","TALL_023","distributed","basePlot",1600
"47","D08","TALL","TALL_024","distributed","basePlot",1600
"48","D08","TALL","TALL_024","distributed","mammalGrid",8100
"49","D08","TALL","TALL_025","distributed","basePlot",1600
"50","D08","TALL","TALL_025","distributed","birdGrid",250000
"51","D08","TALL","TALL_026","distributed","basePlot",1600
"52","D08","TALL","TALL_027","distributed","basePlot",1600
"53","D08","TALL","TALL_027","distributed","birdGrid",250000
"54","D08","TALL","TALL_028","distributed","mosquitoPoint",0
"55","D08","TALL","TALL_029","distributed","basePlot",1600
"56","D08","TALL","TALL_030","distributed","basePlot",1600
"57","D08","TALL","TALL_031","distributed","basePlot",1600
"58","D08","TALL","TALL_031","distributed","mammalGrid",8100
"59","D08","TALL","TALL_032","distributed","basePlot",1600
"60","D08","TALL","TALL_033","distributed","mosquitoPoint",0
"61","D08","TALL","TALL_034","distributed","mosquitoPoint",0
"62","D08","TALL","TALL_035","distributed","mosquitoPoint",0
"63","D08","TALL","TALL_036","distributed","mosquitoPoint",0
"64","D08","TALL","TALL_037","distributed","mosquitoPoint",0
"65","D08","TALL","TALL_038","distributed","mosquitoPoint",0
"66","D08","TALL","TALL_039","distributed","mosquitoPoint",0
"67","D08","TALL","TALL_040","distributed","mosquitoPoint",0
"68","D08","TALL","TALL_041","distributed","mosquitoPoint",0
