"","domainID","siteID","plotID","plotType","subtype","plotSize"
"1","D08","TALL","TALL_042","tower","basePlot",1600
"2","D08","TALL","TALL_043","tower","basePlot",1600
"3","D08","TALL","TALL_044","tower","basePlot",1600
"4","D08","TALL","TALL_045","tower","basePlot",1600
"5","D08","TALL","TALL_046","tower","basePlot",1600
"6","D08","TALL","TALL_047","tower","basePlot",1600
"7","D08","TALL","TALL_048","tower","basePlot",1600
"8","D08","TALL","TALL_049","tower","basePlot",1600
"9","D08","TALL","TALL_050","tower","basePlot",1600
"10","D08","TALL","TALL_051","tower","basePlot",1600
"11","D08","TALL","TALL_052","tower","basePlot",1600
"12","D08","TALL","TALL_053","tower","basePlot",1600
"13","D08","TALL","TALL_054","tower","basePlot",1600
"14","D08","TALL","TALL_055","tower","basePlot",1600
"15","D08","TALL","TALL_056","tower","basePlot",1600
"16","D08","TALL","TALL_057","tower","basePlot",1600
"17","D08","TALL","TALL_058","tower","basePlot",1600
"18","D08","TALL","TALL_059","tower","basePlot",1600
"19","D08","TALL","TALL_060","tower","basePlot",1600
"20","D08","TALL","TALL_061","tower","basePlot",1600
"21","D08","TALL","TALL_063","tower","phenology",40000
