"","domainID","siteID","plotID","plotType","subtype","plotSize"
"881","D09","WOOD","WOOD_057","tower","basePlot",1600
"882","D09","WOOD","WOOD_021","distributed","basePlot",1600
"883","D09","WOOD","WOOD_022","distributed","basePlot",1600
"884","D09","WOOD","WOOD_023","distributed","basePlot",1600
"885","D09","WOOD","WOOD_044","tower","basePlot",1600
"886","D09","WOOD","WOOD_058","tower","basePlot",1600
"887","D09","WOOD","WOOD_024","distributed","basePlot",1600
"888","D09","WOOD","WOOD_024","distributed","tickPlot",1600
"889","D09","WOOD","WOOD_059","tower","basePlot",1600
"890","D09","WOOD","WOOD_045","tower","basePlot",1600
"891","D09","WOOD","WOOD_060","tower","basePlot",1600
"892","D09","WOOD","WOOD_061","tower","basePlot",1600
"893","D09","WOOD","WOOD_004","distributed","basePlot",1600
"894","D09","WOOD","WOOD_062","tower","basePlot",1600
"895","D09","WOOD","WOOD_025","distributed","basePlot",1600
"896","D09","WOOD","WOOD_035","distributed","mosquitoPoint",0
"897","D09","WOOD","WOOD_005","distributed","basePlot",1600
"898","D09","WOOD","WOOD_063","tower","basePlot",1600
"899","D09","WOOD","WOOD_027","distributed","basePlot",1600
"900","D09","WOOD","WOOD_006","distributed","basePlot",1600
"901","D09","WOOD","WOOD_006","distributed","mammalGrid",8100
"902","D09","WOOD","WOOD_006","distributed","tickPlot",1600
"903","D09","WOOD","WOOD_006","distributed","birdGrid",250000
"904","D09","WOOD","WOOD_007","distributed","basePlot",1600
"905","D09","WOOD","WOOD_007","distributed","tickPlot",1600
"906","D09","WOOD","WOOD_029","distributed","basePlot",1600
"907","D09","WOOD","WOOD_029","distributed","birdGrid",250000
"908","D09","WOOD","WOOD_046","tower","basePlot",1600
"909","D09","WOOD","WOOD_047","tower","basePlot",1600
"910","D09","WOOD","WOOD_064","tower","basePlot",1600
"911","D09","WOOD","WOOD_036","distributed","mosquitoPoint",0
"912","D09","WOOD","WOOD_065","tower","basePlot",1600
"913","D09","WOOD","WOOD_048","tower","basePlot",1600
"914","D09","WOOD","WOOD_008","distributed","basePlot",1600
"915","D09","WOOD","WOOD_008","distributed","birdGrid",250000
"916","D09","WOOD","WOOD_008","distributed","mammalGrid",8100
"917","D09","WOOD","WOOD_066","tower","basePlot",1600
"918","D09","WOOD","WOOD_001","distributed","mammalGrid",8100
"919","D09","WOOD","WOOD_001","distributed","basePlot",1600
"920","D09","WOOD","WOOD_001","distributed","tickPlot",1600
"921","D09","WOOD","WOOD_067","tower","basePlot",1600
"922","D09","WOOD","WOOD_009","distributed","mammalGrid",8100
"923","D09","WOOD","WOOD_009","distributed","basePlot",1600
"924","D09","WOOD","WOOD_009","distributed","birdGrid",250000
"925","D09","WOOD","WOOD_009","distributed","tickPlot",1600
"926","D09","WOOD","WOOD_068","tower","basePlot",1600
"927","D09","WOOD","WOOD_069","tower","basePlot",1600
"928","D09","WOOD","WOOD_037","distributed","mosquitoPoint",0
"929","D09","WOOD","WOOD_010","distributed","basePlot",1600
"930","D09","WOOD","WOOD_011","distributed","basePlot",1600
"931","D09","WOOD","WOOD_011","distributed","mammalGrid",8100
"932","D09","WOOD","WOOD_011","distributed","birdGrid",250000
"933","D09","WOOD","WOOD_012","distributed","basePlot",1600
"934","D09","WOOD","WOOD_012","distributed","birdGrid",250000
"935","D09","WOOD","WOOD_013","distributed","mammalGrid",8100
"936","D09","WOOD","WOOD_013","distributed","basePlot",1600
"937","D09","WOOD","WOOD_013","distributed","birdGrid",250000
"938","D09","WOOD","WOOD_070","tower","basePlot",1600
"939","D09","WOOD","WOOD_030","distributed","basePlot",1600
"940","D09","WOOD","WOOD_042","tower","basePlot",1600
"941","D09","WOOD","WOOD_049","tower","basePlot",1600
"942","D09","WOOD","WOOD_014","distributed","basePlot",1600
"943","D09","WOOD","WOOD_071","tower","basePlot",1600
"944","D09","WOOD","WOOD_015","distributed","mammalGrid",8100
"945","D09","WOOD","WOOD_015","distributed","basePlot",1600
"946","D09","WOOD","WOOD_039","distributed","mosquitoPoint",0
"947","D09","WOOD","WOOD_040","distributed","mosquitoPoint",0
"948","D09","WOOD","WOOD_073","tower","phenology",40000
"949","D09","WOOD","WOOD_050","tower","basePlot",1600
"950","D09","WOOD","WOOD_041","distributed","mosquitoPoint",0
"951","D09","WOOD","WOOD_031","distributed","birdGrid",250000
"952","D09","WOOD","WOOD_033","distributed","mosquitoPoint",0
"953","D09","WOOD","WOOD_016","distributed","basePlot",1600
"954","D09","WOOD","WOOD_017","distributed","basePlot",1600
"955","D09","WOOD","WOOD_018","distributed","basePlot",1600
"956","D09","WOOD","WOOD_051","tower","basePlot",1600
"957","D09","WOOD","WOOD_019","distributed","basePlot",1600
"958","D09","WOOD","WOOD_052","tower","basePlot",1600
